,,Subject,,,294,
,,Protocol,,,IRTT_long,
,,Type,,,Master,
,,Channel,,,3,
,,Master,,,,
,,Date,,,2023-07-20,
74,42,705,List,,Pseudo1a5,   12,000,
75,42,705,Entry,12,hole4,,
76,42,705,Reg,11,HoleNumber,    4,000,
77,43,705,Exit,12,hole4,Time,
78,43,705,Entry,13,Holdhole4,,
79,44,705,Exit,13,Holdhole4,Time,
80,44,705,Entry,16,Omission,,
81,44,705,Reg,1,ComptOmision,    1,000,
82,44,705,Reg,8,Omision,    1,000,
83,44,715,Input,2,On1A2,,
84,44,715,Input,3,On1A3,,
85,44,715,Exit,16,Omission,Time,
86,44,715,Entry,5,TimeOut,,
87,45,380,Input,34,Off1A2,,
88,45,380,Input,35,Off1A3,,
89,45,520,Input,3,On1A3,,
90,45,520,Input,4,On1A4,,
91,45,855,Input,35,Off1A3,,
92,46,690,Input,1,On1A1,,
93,47,350,Input,33,Off1A1,,
94,49,720,Exit,5,TimeOut,Time,
95,49,720,Entry,1,MagEntry,,
96,49,720,Reg,2,ComptNbessai,    4,000,
97,49,720,Reg,12,Accuracy,    0,000,
98,49,720,Reg,13,Omission,   25,000,
99,50,335,Input,2,On1A2,,
100,50,675,Input,34,Off1A2,,
101,51,580,Input,3,On1A3,,
102,51,920,Input,35,Off1A3,,
103,63,780,Input,3,On1A3,,
104,64,120,Input,35,Off1A3,,
105,68,980,Input,1,On1A1,,
106,68,980,Exit,1,MagEntry,1,
107,68,980,Entry,2,ITI2sec,,
108,69,970,Input,33,Off1A1,,
109,69,980,Exit,2,ITI2sec,Time,
110,69,980,List,,ITItime,   21,000,
111,69,980,Entry,21,sec2,,
112,69,980,Reg,19,stage2,    1,000,
113,71,550,Input,3,On1A3,,
114,71,550,Input,4,On1A4,,
115,71,550,Exit,21,sec2,3,
116,71,550,Entry,22,prematuresec6,,
117,71,550,Reg,15,premsec2,    1,000,
118,71,555,Exit,22,prematuresec6,Time,
119,71,555,Entry,4,Premature,,
120,71,555,Reg,5,ComptPremat,    2,000,
121,71,560,Exit,4,Premature,Time,
122,71,560,Entry,5,TimeOut,,
123,71,890,Input,35,Off1A3,,
124,76,565,Exit,5,TimeOut,Time,
125,76,565,Entry,1,MagEntry,,
126,76,565,Reg,2,ComptNbessai,    5,000,
127,76,565,Reg,12,Accuracy,    0,000,
128,76,565,Reg,13,Omission,   20,000,
129,77,975,Input,2,On1A2,,
130,77,975,Input,3,On1A3,,
131,78,310,Input,34,Off1A2,,
132,78,310,Input,35,Off1A3,,
133,79,220,Input,1,On1A1,,
134,79,220,Exit,1,MagEntry,1,
135,79,220,Entry,2,ITI2sec,,
136,80,205,Input,33,Off1A1,,
137,80,220,Exit,2,ITI2sec,Time,
138,80,220,List,,ITItime,   23,000,
139,80,220,Entry,23,sec3,,
140,80,220,Reg,20,stage3,    2,000,
141,87,225,Exit,23,sec3,Time,
142,87,225,Entry,3,RandomHole,,
143,88,225,Exit,3,RandomHole,Time,
144,88,225,List,,Pseudo1a5,   12,000,
145,88,225,Entry,12,hole4,,
146,88,225,Reg,11,HoleNumber,    4,000,
147,89,225,Exit,12,hole4,Time,
148,89,225,Entry,13,Holdhole4,,
149,89,705,Input,2,On1A2,,
150,89,705,Input,3,On1A3,,
151,89,705,Exit,13,Holdhole4,3,
152,89,705,Entry,17,CorrectResp,,
153,89,705,Reg,3,ComptCR,    1,000,
154,89,705,Reg,6,Reward,    1,000,
155,89,705,Reg,7,CptReward,    1,000,
156,89,705,Reg,1,ComptOmision,    0,000,
157,89,710,Exit,17,CorrectResp,Time,
158,89,710,Entry,1,MagEntry,,
159,89,710,Reg,2,ComptNbessai,    6,000,
160,89,710,Reg,12,Accuracy,   50,000,
161,89,710,Reg,13,Omission,   16,667,
162,90,045,Input,34,Off1A2,,
163,90,045,Input,35,Off1A3,,
164,90,835,Input,1,On1A1,,
165,90,835,Exit,1,MagEntry,1,
166,90,835,Entry,2,ITI2sec,,
167,91,835,Exit,2,ITI2sec,Time,
168,91,835,List,,ITItime,   21,000,
169,91,835,Entry,21,sec2,,
170,91,835,Reg,19,stage2,    2,000,
171,92,145,Input,33,Off1A1,,
172,94,955,Input,3,On1A3,,
173,94,955,Input,4,On1A4,,
174,94,955,Exit,21,sec2,3,
175,94,955,Entry,22,prematuresec6,,
176,94,955,Reg,15,premsec2,    2,000,
177,94,960,Exit,22,prematuresec6,Time,
178,94,960,Entry,4,Premature,,
179,94,960,Reg,5,ComptPremat,    3,000,
180,94,965,Exit,4,Premature,Time,
181,94,965,Entry,5,TimeOut,,
182,95,290,Input,35,Off1A3,,
183,99,970,Exit,5,TimeOut,Time,
184,99,970,Entry,1,MagEntry,,
185,99,970,Reg,2,ComptNbessai,    7,000,
186,99,970,Reg,12,Accuracy,   50,000,
187,99,970,Reg,13,Omission,   14,286,
188,103,075,Input,3,On1A3,,
189,103,415,Input,35,Off1A3,,
190,107,150,Input,1,On1A1,,
191,107,150,Exit,1,MagEntry,1,
192,107,150,Entry,2,ITI2sec,,
193,107,490,Input,33,Off1A1,,
194,108,150,Exit,2,ITI2sec,Time,
195,108,150,List,,ITItime,   25,000,
196,108,150,Entry,25,sec4,,
197,108,150,Reg,21,stage4,    2,000,
198,111,865,Input,2,On1A2,,
199,111,865,Input,3,On1A3,,
200,111,865,Exit,25,sec4,2,
201,111,865,Entry,26,prematuresec8,,
202,111,865,Reg,17,premsec4,    2,000,
203,111,870,Exit,26,prematuresec8,Time,
204,111,870,Entry,4,Premature,,
205,111,870,Reg,5,ComptPremat,    4,000,
206,111,875,Exit,4,Premature,Time,
207,111,875,Entry,5,TimeOut,,
208,112,200,Input,34,Off1A2,,
209,112,200,Input,35,Off1A3,,
210,116,880,Exit,5,TimeOut,Time,
211,116,880,Entry,1,MagEntry,,
212,116,880,Reg,2,ComptNbessai,    8,000,
213,116,880,Reg,12,Accuracy,   50,000,
214,116,880,Reg,13,Omission,   12,500,
215,118,295,Input,1,On1A1,,
216,118,295,Exit,1,MagEntry,1,
217,118,295,Entry,2,ITI2sec,,
218,118,960,Input,33,Off1A1,,
219,119,295,Exit,2,ITI2sec,Time,
220,119,295,List,,ITItime,   19,000,
221,119,295,Entry,19,sec5,,
222,119,295,Reg,18,stage1,    2,000,
223,120,935,Input,3,On1A3,,
224,120,935,Input,4,On1A4,,
225,120,935,Exit,19,sec5,3,
226,120,935,Entry,20,prematuresec5,,
227,120,935,Reg,14,premsec1,    1,000,
228,120,940,Exit,20,prematuresec5,Time,
229,120,940,Entry,4,Premature,,
230,120,940,Reg,5,ComptPremat,    5,000,
231,120,945,Exit,4,Premature,Time,
232,120,945,Entry,5,TimeOut,,
233,121,275,Input,35,Off1A3,,
234,121,406,Input,2,On1A2,,
235,121,406,Input,3,On1A3,,
236,121,745,Input,34,Off1A2,,
237,121,745,Input,35,Off1A3,,
238,122,080,Input,3,On1A3,,
239,123,065,Input,35,Off1A3,,
240,123,240,Input,4,On1A4,,
241,125,950,Exit,5,TimeOut,Time,
242,125,950,Entry,1,MagEntry,,
243,125,950,Reg,2,ComptNbessai,    9,000,
244,125,950,Reg,12,Accuracy,   50,000,
245,125,950,Reg,13,Omission,   11,111,
246,152,080,Input,3,On1A3,,
247,152,420,Input,35,Off1A3,,
248,154,390,Input,2,On1A2,,
249,154,390,Input,3,On1A3,,
250,154,730,Input,34,Off1A2,,
251,154,730,Input,35,Off1A3,,
252,154,790,Input,2,On1A2,,
253,154,790,Input,3,On1A3,,
254,155,130,Input,34,Off1A2,,
255,155,130,Input,35,Off1A3,,
256,162,750,Input,1,On1A1,,
257,162,750,Exit,1,MagEntry,1,
258,162,750,Entry,2,ITI2sec,,
259,163,090,Input,33,Off1A1,,
260,163,750,Exit,2,ITI2sec,Time,
261,163,750,List,,ITItime,   21,000,
262,163,750,Entry,21,sec2,,
263,163,750,Reg,19,stage2,    3,000,
264,166,720,Input,3,On1A3,,
265,166,720,Exit,21,sec2,3,
266,166,720,Entry,22,prematuresec6,,
267,166,720,Reg,15,premsec2,    3,000,
268,166,725,Exit,22,prematuresec6,Time,
269,166,725,Entry,4,Premature,,
270,166,725,Reg,5,ComptPremat,    6,000,
271,166,730,Exit,4,Premature,Time,
272,166,730,Entry,5,TimeOut,,
273,167,380,Input,35,Off1A3,,
274,171,735,Exit,5,TimeOut,Time,
275,171,735,Entry,1,MagEntry,,
276,171,735,Reg,2,ComptNbessai,   10,000,
277,171,735,Reg,12,Accuracy,   50,000,
278,171,735,Reg,13,Omission,   10,000,
279,173,140,Input,1,On1A1,,
280,173,140,Exit,1,MagEntry,1,
281,173,140,Entry,2,ITI2sec,,
282,174,130,Input,33,Off1A1,,
283,174,140,Exit,2,ITI2sec,Time,
284,174,140,List,,ITItime,   19,000,
285,174,140,Entry,19,sec5,,
286,174,140,Reg,18,stage1,    3,000,
287,175,145,Input,2,On1A2,,
288,175,145,Exit,19,sec5,2,
289,175,145,Entry,20,prematuresec5,,
290,175,145,Reg,14,premsec1,    2,000,
291,175,150,Exit,20,prematuresec5,Time,
292,175,150,Entry,4,Premature,,
293,175,150,Reg,5,ComptPremat,    7,000,
294,175,155,Exit,4,Premature,Time,
295,175,155,Entry,5,TimeOut,,
296,175,810,Input,34,Off1A2,,
297,175,905,Input,3,On1A3,,
298,176,245,Input,35,Off1A3,,
299,180,160,Exit,5,TimeOut,Time,
300,180,160,Entry,1,MagEntry,,
301,180,160,Reg,2,ComptNbessai,   11,000,
302,180,160,Reg,12,Accuracy,   50,000,
303,180,160,Reg,13,Omission,    9,091,
304,187,210,Input,3,On1A3,,
305,187,210,Input,4,On1A4,,
306,187,550,Input,35,Off1A3,,
307,188,350,Input,1,On1A1,,
308,188,350,Exit,1,MagEntry,1,
309,188,350,Entry,2,ITI2sec,,
310,189,350,Exit,2,ITI2sec,Time,
311,189,350,List,,ITItime,   23,000,
312,189,350,Entry,23,sec3,,
313,189,350,Reg,20,stage3,    3,000,
314,189,985,Input,33,Off1A1,,
315,191,665,Input,2,On1A2,,
316,191,665,Exit,23,sec3,2,
317,191,665,Entry,24,prematuresec7,,
318,191,665,Reg,16,premsec3,    1,000,
319,191,675,Exit,24,prematuresec7,Time,
320,191,675,Entry,4,Premature,,
321,191,675,Reg,5,ComptPremat,    8,000,
322,191,680,Exit,4,Premature,Time,
323,191,680,Entry,5,TimeOut,,
324,192,640,Input,3,On1A3,,
325,192,650,Input,34,Off1A2,,
326,193,620,Input,35,Off1A3,,
327,193,795,Input,2,On1A2,,
328,194,135,Input,34,Off1A2,,
329,196,685,Exit,5,TimeOut,Time,
330,196,685,Entry,1,MagEntry,,
331,196,685,Reg,2,ComptNbessai,   12,000,
332,196,685,Reg,12,Accuracy,   50,000,
333,196,685,Reg,13,Omission,    8,333,
334,197,690,Input,1,On1A1,,
335,197,690,Exit,1,MagEntry,1,
336,197,690,Entry,2,ITI2sec,,
337,198,690,Exit,2,ITI2sec,Time,
338,198,690,List,,ITItime,   25,000,
339,198,690,Entry,25,sec4,,
340,198,690,Reg,21,stage4,    3,000,
341,199,000,Input,33,Off1A1,,
342,202,695,Exit,25,sec4,Time,
343,202,695,Entry,3,RandomHole,,
344,203,695,Exit,3,RandomHole,Time,
345,203,695,List,,Pseudo1a5,   14,000,
346,203,695,Entry,14,hole5,,
347,203,695,Reg,11,HoleNumber,    5,000,
348,204,695,Exit,14,hole5,Time,
349,204,695,Entry,15,Holdhole5,,
350,205,100,Input,3,On1A3,,
351,205,100,Input,4,On1A4,,
352,205,100,Exit,15,Holdhole5,4,
353,205,100,Entry,17,CorrectResp,,
354,205,100,Reg,3,ComptCR,    2,000,
355,205,100,Reg,6,Reward,    2,000,
356,205,100,Reg,7,CptReward,    2,000,
357,205,100,Reg,1,ComptOmision,    0,000,
358,205,105,Exit,17,CorrectResp,Time,
359,205,105,Entry,1,MagEntry,,
360,205,105,Reg,2,ComptNbessai,   13,000,
361,205,105,Reg,12,Accuracy,   66,667,
362,205,105,Reg,13,Omission,    7,692,
363,205,760,Input,35,Off1A3,,
364,206,335,Input,1,On1A1,,
365,206,335,Exit,1,MagEntry,1,
366,206,335,Entry,2,ITI2sec,,
367,207,335,Exit,2,ITI2sec,Time,
368,207,335,List,,ITItime,   25,000,
369,207,335,Entry,25,sec4,,
370,207,335,Reg,21,stage4,    4,000,
371,207,645,Input,33,Off1A1,,
372,210,305,Input,3,On1A3,,
373,210,305,Exit,25,sec4,3,
374,210,305,Entry,26,prematuresec8,,
375,210,305,Reg,17,premsec4,    3,000,
376,210,310,Exit,26,prematuresec8,Time,
377,210,310,Entry,4,Premature,,
378,210,310,Reg,5,ComptPremat,    9,000,
379,210,315,Exit,4,Premature,Time,
380,210,315,Entry,5,TimeOut,,
381,210,645,Input,35,Off1A3,,
382,210,705,Input,2,On1A2,,
383,211,370,Input,34,Off1A2,,
384,212,795,Input,3,On1A3,,
385,213,130,Input,35,Off1A3,,
386,215,320,Exit,5,TimeOut,Time,
387,215,320,Entry,1,MagEntry,,
388,215,320,Reg,2,ComptNbessai,   14,000,
389,215,320,Reg,12,Accuracy,   66,667,
390,215,320,Reg,13,Omission,    7,143,
391,218,040,Input,1,On1A1,,
392,218,040,Exit,1,MagEntry,1,
393,218,040,Entry,2,ITI2sec,,
394,218,380,Input,33,Off1A1,,
395,219,040,Exit,2,ITI2sec,Time,
396,219,040,List,,ITItime,   21,000,
397,219,040,Entry,21,sec2,,
398,219,040,Reg,19,stage2,    4,000,
399,225,045,Exit,21,sec2,Time,
400,225,045,Entry,3,RandomHole,,
401,225,325,Input,2,On1A2,,
402,225,665,Input,34,Off1A2,,
403,225,700,Input,3,On1A3,,
404,226,045,Exit,3,RandomHole,Time,
405,226,045,List,,Pseudo1a5,    8,000,
406,226,045,Entry,8,hole2,,
407,226,045,Reg,11,HoleNumber,    2,000,
408,226,685,Input,35,Off1A3,,
409,226,970,Input,3,On1A3,,
410,226,970,Exit,8,hole2,3,
411,226,970,Entry,17,CorrectResp,,
412,226,970,Reg,3,ComptCR,    3,000,
413,226,970,Reg,6,Reward,    3,000,
414,226,970,Reg,7,CptReward,    3,000,
415,226,970,Reg,1,ComptOmision,    0,000,
416,226,975,Exit,17,CorrectResp,Time,
417,226,975,Entry,1,MagEntry,,
418,226,975,Reg,2,ComptNbessai,   15,000,
419,226,975,Reg,12,Accuracy,   75,000,
420,226,975,Reg,13,Omission,    6,667,
421,227,635,Input,35,Off1A3,,
422,228,590,Input,1,On1A1,,
423,228,590,Exit,1,MagEntry,1,
424,228,590,Entry,2,ITI2sec,,
425,229,575,Input,33,Off1A1,,
426,229,590,Exit,2,ITI2sec,Time,
427,229,590,List,,ITItime,   23,000,
428,229,590,Entry,23,sec3,,
429,229,590,Reg,20,stage3,    4,000,
430,229,685,Input,1,On1A1,,
431,230,020,Input,33,Off1A1,,
432,230,105,Input,1,On1A1,,
433,230,440,Input,33,Off1A1,,
434,230,530,Input,1,On1A1,,
435,231,840,Input,33,Off1A1,,
436,233,150,Input,3,On1A3,,
437,233,150,Input,4,On1A4,,
438,233,150,Exit,23,sec3,3,
439,233,150,Entry,24,prematuresec7,,
440,233,150,Reg,16,premsec3,    2,000,
441,233,160,Exit,24,prematuresec7,Time,
442,233,160,Entry,4,Premature,,
443,233,160,Reg,5,ComptPremat,   10,000,
444,233,165,Exit,4,Premature,Time,
445,233,165,Entry,5,TimeOut,,
446,234,135,Input,35,Off1A3,,
447,234,170,Input,2,On1A2,,
448,234,170,Input,3,On1A3,,
449,234,830,Input,34,Off1A2,,
450,234,830,Input,35,Off1A3,,
451,235,040,Input,2,On1A2,,
452,235,040,Input,3,On1A3,,
453,235,375,Input,34,Off1A2,,
454,235,375,Input,35,Off1A3,,
455,235,705,Input,2,On1A2,,
456,236,040,Input,34,Off1A2,,
457,238,166,Exit,5,TimeOut,Time,
458,238,166,Entry,1,MagEntry,,
459,238,166,Reg,2,ComptNbessai,   16,000,
460,238,166,Reg,12,Accuracy,   75,000,
461,238,166,Reg,13,Omission,    6,250,
462,246,955,Input,1,On1A1,,
463,246,955,Exit,1,MagEntry,1,
464,246,955,Entry,2,ITI2sec,,
465,247,940,Input,33,Off1A1,,
466,247,955,Exit,2,ITI2sec,Time,
467,247,955,List,,ITItime,   19,000,
468,247,955,Entry,19,sec5,,
469,247,955,Reg,18,stage1,    4,000,
470,249,295,Input,2,On1A2,,
471,249,295,Exit,19,sec5,2,
472,249,295,Entry,20,prematuresec5,,
473,249,295,Reg,14,premsec1,    3,000,
474,249,300,Exit,20,prematuresec5,Time,
475,249,300,Entry,4,Premature,,
476,249,300,Reg,5,ComptPremat,   11,000,
477,249,305,Exit,4,Premature,Time,
478,249,305,Entry,5,TimeOut,,
479,249,945,Input,3,On1A3,,
480,249,955,Input,34,Off1A2,,
481,250,280,Input,35,Off1A3,,
482,250,340,Input,2,On1A2,,
483,250,680,Input,34,Off1A2,,
484,254,311,Exit,5,TimeOut,Time,
485,254,311,Entry,1,MagEntry,,
486,254,311,Reg,2,ComptNbessai,   17,000,
487,254,311,Reg,12,Accuracy,   75,000,
488,254,311,Reg,13,Omission,    5,882,
489,255,075,Input,3,On1A3,,
490,255,725,Input,4,On1A4,,
491,255,735,Input,35,Off1A3,,
492,257,125,Input,1,On1A1,,
493,257,125,Exit,1,MagEntry,1,
494,257,125,Entry,2,ITI2sec,,
495,258,115,Input,33,Off1A1,,
496,258,125,Exit,2,ITI2sec,Time,
497,258,125,List,,ITItime,   25,000,
498,258,125,Entry,25,sec4,,
499,258,125,Reg,21,stage4,    5,000,
500,259,595,Input,1,On1A1,,
501,260,260,Input,33,Off1A1,,
502,261,796,Input,2,On1A2,,
503,261,796,Exit,25,sec4,2,
504,261,796,Entry,26,prematuresec8,,
505,261,796,Reg,17,premsec4,    4,000,
506,261,800,Exit,26,prematuresec8,Time,
507,261,800,Entry,4,Premature,,
508,261,800,Reg,5,ComptPremat,   12,000,
509,261,805,Exit,4,Premature,Time,
510,261,805,Entry,5,TimeOut,,
511,262,135,Input,34,Off1A2,,
512,262,220,Input,2,On1A2,,
513,262,560,Input,34,Off1A2,,
514,262,580,Input,3,On1A3,,
515,263,565,Input,35,Off1A3,,
516,263,745,Input,4,On1A4,,
517,266,810,Exit,5,TimeOut,Time,
518,266,810,Entry,1,MagEntry,,
519,266,810,Reg,2,ComptNbessai,   18,000,
520,266,810,Reg,12,Accuracy,   75,000,
521,266,810,Reg,13,Omission,    5,556,
522,271,200,Input,3,On1A3,,
523,271,200,Input,4,On1A4,,
524,271,540,Input,35,Off1A3,,
525,271,635,Input,2,On1A2,,
526,271,635,Input,3,On1A3,,
527,271,970,Input,34,Off1A2,,
528,271,970,Input,35,Off1A3,,
529,271,990,Input,4,On1A4,,
530,272,415,Input,4,On1A4,,
531,273,585,Input,1,On1A1,,
532,273,585,Exit,1,MagEntry,1,
533,273,585,Entry,2,ITI2sec,,
534,273,925,Input,33,Off1A1,,
535,274,080,Input,1,On1A1,,
536,274,585,Exit,2,ITI2sec,Time,
537,274,585,List,,ITItime,   19,000,
538,274,585,Entry,19,sec5,,
539,274,585,Reg,18,stage1,    5,000,
540,274,745,Input,33,Off1A1,,
541,275,980,Input,3,On1A3,,
542,275,980,Exit,19,sec5,3,
543,275,980,Entry,20,prematuresec5,,
544,275,980,Reg,14,premsec1,    4,000,
545,275,985,Exit,20,prematuresec5,Time,
546,275,985,Entry,4,Premature,,
547,275,985,Reg,5,ComptPremat,   13,000,
548,275,990,Exit,4,Premature,Time,
549,275,990,Entry,5,TimeOut,,
550,276,645,Input,35,Off1A3,,
551,280,995,Exit,5,TimeOut,Time,
552,280,995,Entry,1,MagEntry,,
553,280,995,Reg,2,ComptNbessai,   19,000,
554,280,995,Reg,12,Accuracy,   75,000,
555,280,995,Reg,13,Omission,    5,263,
556,283,735,Input,1,On1A1,,
557,283,735,Exit,1,MagEntry,1,
558,283,735,Entry,2,ITI2sec,,
559,284,735,Exit,2,ITI2sec,Time,
560,284,735,List,,ITItime,   21,000,
561,284,735,Entry,21,sec2,,
562,284,735,Reg,19,stage2,    5,000,
563,285,365,Input,33,Off1A1,,
564,286,065,Input,1,On1A1,,
565,286,725,Input,33,Off1A1,,
566,288,215,Input,3,On1A3,,
567,288,215,Input,4,On1A4,,
568,288,215,Exit,21,sec2,3,
569,288,215,Entry,22,prematuresec6,,
570,288,215,Reg,15,premsec2,    4,000,
571,288,220,Exit,22,prematuresec6,Time,
572,288,220,Entry,4,Premature,,
573,288,220,Reg,5,ComptPremat,   14,000,
574,288,225,Exit,4,Premature,Time,
575,288,225,Entry,5,TimeOut,,
576,288,545,Input,2,On1A2,,
577,289,191,Input,4,On1A4,,
578,289,200,Input,34,Off1A2,,
579,289,525,Input,35,Off1A3,,
580,293,231,Exit,5,TimeOut,Time,
581,293,231,Entry,1,MagEntry,,
582,293,231,Reg,2,ComptNbessai,   20,000,
583,293,231,Reg,12,Accuracy,   75,000,
584,293,231,Reg,13,Omission,    5,000,
585,297,930,Input,2,On1A2,,
586,298,580,Input,3,On1A3,,
587,298,590,Input,34,Off1A2,,
588,298,905,Input,4,On1A4,,
589,298,915,Input,35,Off1A3,,
590,299,555,Input,3,On1A3,,
591,299,890,Input,35,Off1A3,,
592,301,000,Input,1,On1A1,,
593,301,000,Exit,1,MagEntry,1,
594,301,000,Entry,2,ITI2sec,,
595,301,340,Input,33,Off1A1,,
596,301,685,Input,1,On1A1,,
597,302,001,Exit,2,ITI2sec,Time,
598,302,001,List,,ITItime,   23,000,
599,302,001,Entry,23,sec3,,
600,302,001,Reg,20,stage3,    5,000,
601,302,025,Input,33,Off1A1,,
602,305,390,Input,2,On1A2,,
603,305,390,Exit,23,sec3,2,
604,305,390,Entry,24,prematuresec7,,
605,305,390,Reg,16,premsec3,    3,000,
606,305,400,Exit,24,prematuresec7,Time,
607,305,400,Entry,4,Premature,,
608,305,400,Reg,5,ComptPremat,   15,000,
609,305,405,Exit,4,Premature,Time,
610,305,405,Entry,5,TimeOut,,
611,305,730,Input,34,Off1A2,,
612,305,865,Input,3,On1A3,,
613,306,525,Input,35,Off1A3,,
614,308,060,Input,4,On1A4,,
615,310,410,Exit,5,TimeOut,Time,
616,310,410,Entry,1,MagEntry,,
617,310,410,Reg,2,ComptNbessai,   21,000,
618,310,410,Reg,12,Accuracy,   75,000,
619,310,410,Reg,13,Omission,    4,762,
620,311,850,Input,1,On1A1,,
621,311,850,Exit,1,MagEntry,1,
622,311,850,Entry,2,ITI2sec,,
623,312,515,Input,33,Off1A1,,
624,312,850,Exit,2,ITI2sec,Time,
625,312,850,List,,ITItime,   25,000,
626,312,850,Entry,25,sec4,,
627,312,850,Reg,21,stage4,    6,000,
628,314,945,Input,2,On1A2,,
629,314,945,Exit,25,sec4,2,
630,314,945,Entry,26,prematuresec8,,
631,314,945,Reg,17,premsec4,    5,000,
632,314,950,Exit,26,prematuresec8,Time,
633,314,950,Entry,4,Premature,,
634,314,950,Reg,5,ComptPremat,   16,000,
635,314,955,Exit,4,Premature,Time,
636,314,955,Entry,5,TimeOut,,
637,315,920,Input,3,On1A3,,
638,315,930,Input,34,Off1A2,,
639,316,900,Input,35,Off1A3,,
640,319,960,Exit,5,TimeOut,Time,
641,319,960,Entry,1,MagEntry,,
642,319,960,Reg,2,ComptNbessai,   22,000,
643,319,960,Reg,12,Accuracy,   75,000,
644,319,960,Reg,13,Omission,    4,545,
645,328,075,Input,1,On1A1,,
646,328,075,Exit,1,MagEntry,1,
647,328,075,Entry,2,ITI2sec,,
648,328,740,Input,33,Off1A1,,
649,329,075,Exit,2,ITI2sec,Time,
650,329,075,List,,ITItime,   23,000,
651,329,075,Entry,23,sec3,,
652,329,075,Reg,20,stage3,    6,000,
653,330,315,Input,2,On1A2,,
654,330,315,Exit,23,sec3,2,
655,330,315,Entry,24,prematuresec7,,
656,330,315,Reg,16,premsec3,    4,000,
657,330,325,Exit,24,prematuresec7,Time,
658,330,325,Entry,4,Premature,,
659,330,325,Reg,5,ComptPremat,   17,000,
660,330,330,Exit,4,Premature,Time,
661,330,330,Entry,5,TimeOut,,
662,330,655,Input,34,Off1A2,,
663,330,965,Input,2,On1A2,,
664,331,305,Input,34,Off1A2,,
665,331,435,Input,3,On1A3,,
666,332,101,Input,35,Off1A3,,
667,332,245,Input,4,On1A4,,
668,333,830,Input,3,On1A3,,
669,333,830,Input,4,On1A4,,
670,334,170,Input,35,Off1A3,,
671,335,335,Exit,5,TimeOut,Time,
672,335,335,Entry,1,MagEntry,,
