,,Subject,,,296,
,,Protocol,,,IRTT_long,
,,Type,,,Master,
,,Channel,,,6,
,,Master,,,,
,,Date,,,2023-07-20,
420,206,390,Entry,25,sec4,,
421,206,390,Reg,21,stage4,    4,000,
422,210,325,Input,1,On1A1,,
423,210,395,Exit,25,sec4,Time,
424,210,395,Entry,3,RandomHole,,
425,210,665,Input,33,Off1A1,,
426,211,395,Exit,3,RandomHole,Time,
427,211,395,List,,Pseudo1a5,   14,000,
428,211,395,Entry,14,hole5,,
429,211,395,Reg,11,HoleNumber,    5,000,
430,212,395,Exit,14,hole5,Time,
431,212,395,Entry,15,Holdhole5,,
432,213,275,Input,3,On1A3,,
433,213,275,Input,4,On1A4,,
434,213,275,Exit,15,Holdhole5,4,
435,213,275,Entry,17,CorrectResp,,
436,213,275,Reg,3,ComptCR,    6,000,
437,213,275,Reg,6,Reward,    6,000,
438,213,275,Reg,7,CptReward,    6,000,
439,213,275,Reg,1,ComptOmision,    0,000,
440,213,280,Exit,17,CorrectResp,Time,
441,213,280,Entry,1,MagEntry,,
442,213,280,Reg,2,ComptNbessai,   15,000,
443,213,280,Reg,12,Accuracy,   75,000,
444,213,280,Reg,13,Omission,    6,667,
445,213,615,Input,35,Off1A3,,
446,213,615,Input,36,Off1A4,,
447,214,180,Input,1,On1A1,,
448,214,180,Exit,1,MagEntry,1,
449,214,180,Entry,2,ITI2sec,,
450,214,520,Input,33,Off1A1,,
451,214,530,Input,1,On1A1,,
452,214,865,Input,33,Off1A1,,
453,215,180,Exit,2,ITI2sec,Time,
454,215,180,List,,ITItime,   19,000,
455,215,180,Entry,19,sec5,,
456,215,180,Reg,18,stage1,    4,000,
457,216,475,Input,1,On1A1,,
458,216,815,Input,33,Off1A1,,
459,217,085,Input,1,On1A1,,
460,217,425,Input,33,Off1A1,,
461,220,181,Exit,19,sec5,Time,
462,220,181,Entry,3,RandomHole,,
463,221,185,Exit,3,RandomHole,Time,
464,221,185,List,,Pseudo1a5,    8,000,
465,221,185,Entry,8,hole2,,
466,221,185,Reg,11,HoleNumber,    2,000,
467,222,185,Exit,8,hole2,Time,
468,222,185,Entry,9,Holdhole2,,
469,223,185,Exit,9,Holdhole2,Time,
470,223,185,Entry,16,Omission,,
471,223,185,Reg,1,ComptOmision,    1,000,
472,223,185,Reg,8,Omision,    2,000,
473,223,195,Exit,16,Omission,Time,
474,223,195,Entry,5,TimeOut,,
475,225,435,Input,1,On1A1,,
476,225,770,Input,33,Off1A1,,
477,228,200,Exit,5,TimeOut,Time,
478,228,200,Entry,1,MagEntry,,
479,228,200,Reg,2,ComptNbessai,   16,000,
480,228,200,Reg,12,Accuracy,   75,000,
481,228,200,Reg,13,Omission,   12,500,
482,228,785,Input,1,On1A1,,
483,228,785,Exit,1,MagEntry,1,
484,228,785,Entry,2,ITI2sec,,
485,229,785,Exit,2,ITI2sec,Time,
486,229,785,List,,ITItime,   23,000,
487,229,785,Entry,23,sec3,,
488,229,785,Reg,20,stage3,    4,000,
489,230,760,Input,33,Off1A1,,
490,233,500,Input,2,On1A2,,
491,233,500,Exit,23,sec3,2,
492,233,500,Entry,24,prematuresec7,,
493,233,500,Reg,16,premsec3,    3,000,
494,233,510,Exit,24,prematuresec7,Time,
495,233,510,Entry,4,Premature,,
496,233,510,Reg,5,ComptPremat,    6,000,
497,233,515,Exit,4,Premature,Time,
498,233,515,Entry,5,TimeOut,,
499,233,835,Input,34,Off1A2,,
500,238,520,Exit,5,TimeOut,Time,
501,238,520,Entry,1,MagEntry,,
502,238,520,Reg,2,ComptNbessai,   17,000,
503,238,520,Reg,12,Accuracy,   75,000,
504,238,520,Reg,13,Omission,   11,765,
505,241,400,Input,2,On1A2,,
506,241,735,Input,34,Off1A2,,
507,242,660,Input,1,On1A1,,
508,242,660,Exit,1,MagEntry,1,
509,242,660,Entry,2,ITI2sec,,
510,243,660,Exit,2,ITI2sec,Time,
511,243,660,List,,ITItime,   19,000,
512,243,660,Entry,19,sec5,,
513,243,660,Reg,18,stage1,    5,000,
514,243,975,Input,33,Off1A1,,
515,248,665,Exit,19,sec5,Time,
516,248,665,Entry,3,RandomHole,,
517,248,760,Input,3,On1A3,,
518,248,760,Input,4,On1A4,,
519,249,095,Input,35,Off1A3,,
520,249,095,Input,36,Off1A4,,
521,249,665,Exit,3,RandomHole,Time,
522,249,665,List,,Pseudo1a5,    6,000,
523,249,665,Entry,6,hole1,,
524,249,665,Reg,11,HoleNumber,    1,000,
525,250,665,Exit,6,hole1,Time,
526,250,665,Entry,7,Holdhole1,,
527,251,665,Exit,7,Holdhole1,Time,
528,251,665,Entry,16,Omission,,
529,251,665,Reg,1,ComptOmision,    2,000,
530,251,665,Reg,8,Omision,    3,000,
531,251,675,Exit,16,Omission,Time,
532,251,675,Entry,5,TimeOut,,
533,252,145,Input,1,On1A1,,
534,253,785,Input,33,Off1A1,,
535,256,680,Exit,5,TimeOut,Time,
536,256,680,Entry,1,MagEntry,,
537,256,680,Reg,2,ComptNbessai,   18,000,
538,256,680,Reg,12,Accuracy,   75,000,
539,256,680,Reg,13,Omission,   16,667,
540,258,530,Input,1,On1A1,,
541,258,530,Exit,1,MagEntry,1,
542,258,530,Entry,2,ITI2sec,,
543,258,870,Input,33,Off1A1,,
544,258,920,Input,1,On1A1,,
545,259,530,Exit,2,ITI2sec,Time,
546,259,530,List,,ITItime,   21,000,
547,259,530,Entry,21,sec2,,
548,259,530,Reg,19,stage2,    5,000,
549,259,580,Input,33,Off1A1,,
550,261,195,Input,33,Off1A1,,
551,265,480,Input,3,On1A3,,
552,265,480,Input,4,On1A4,,
553,265,480,Exit,21,sec2,3,
554,265,480,Entry,22,prematuresec6,,
555,265,480,Reg,15,premsec2,    3,000,
556,265,485,Exit,22,prematuresec6,Time,
557,265,485,Entry,4,Premature,,
558,265,485,Reg,5,ComptPremat,    7,000,
559,265,490,Exit,4,Premature,Time,
560,265,490,Entry,5,TimeOut,,
561,265,815,Input,35,Off1A3,,
562,265,815,Input,36,Off1A4,,
563,270,495,Exit,5,TimeOut,Time,
564,270,495,Entry,1,MagEntry,,
565,270,495,Reg,2,ComptNbessai,   19,000,
566,270,495,Reg,12,Accuracy,   75,000,
567,270,495,Reg,13,Omission,   15,789,
568,272,765,Input,1,On1A1,,
569,272,765,Exit,1,MagEntry,1,
570,272,765,Entry,2,ITI2sec,,
571,273,105,Input,33,Off1A1,,
572,273,765,Exit,2,ITI2sec,Time,
573,273,765,List,,ITItime,   23,000,
574,273,765,Entry,23,sec3,,
575,273,765,Reg,20,stage3,    5,000,
576,276,730,Input,3,On1A3,,
577,276,730,Input,4,On1A4,,
578,276,730,Exit,23,sec3,3,
579,276,730,Entry,24,prematuresec7,,
580,276,730,Reg,16,premsec3,    4,000,
581,276,740,Exit,24,prematuresec7,Time,
582,276,740,Entry,4,Premature,,
583,276,740,Reg,5,ComptPremat,    8,000,
584,276,745,Exit,4,Premature,Time,
585,276,745,Entry,5,TimeOut,,
586,277,070,Input,35,Off1A3,,
587,277,070,Input,36,Off1A4,,
588,281,750,Exit,5,TimeOut,Time,
589,281,750,Entry,1,MagEntry,,
590,281,750,Reg,2,ComptNbessai,   20,000,
591,281,750,Reg,12,Accuracy,   75,000,
592,281,750,Reg,13,Omission,   15,000,
593,282,020,Input,1,On1A1,,
594,282,020,Exit,1,MagEntry,1,
595,282,020,Entry,2,ITI2sec,,
596,282,355,Input,33,Off1A1,,
597,282,655,Input,1,On1A1,,
598,282,991,Input,33,Off1A1,,
599,283,020,Exit,2,ITI2sec,Time,
600,283,020,List,,ITItime,   25,000,
601,283,020,Entry,25,sec4,,
602,283,020,Reg,21,stage4,    5,000,
603,287,025,Exit,25,sec4,Time,
604,287,025,Entry,3,RandomHole,,
605,288,025,Exit,3,RandomHole,Time,
606,288,025,List,,Pseudo1a5,    8,000,
607,288,025,Entry,8,hole2,,
608,288,025,Reg,11,HoleNumber,    2,000,
609,289,025,Exit,8,hole2,Time,
610,289,025,Entry,9,Holdhole2,,
611,289,670,Input,3,On1A3,,
612,289,670,Input,4,On1A4,,
613,289,670,Exit,9,Holdhole2,4,
614,289,670,Entry,18,IncorrectResp,,
615,289,670,Reg,4,ComptIncR,    3,000,
616,289,670,Reg,1,ComptOmision,    0,000,
617,289,680,Exit,18,IncorrectResp,Time,
618,289,680,Entry,5,TimeOut,,
619,290,010,Input,35,Off1A3,,
620,290,010,Input,36,Off1A4,,
621,290,240,Input,2,On1A2,,
622,290,240,Input,3,On1A3,,
623,290,580,Input,34,Off1A2,,
624,290,580,Input,35,Off1A3,,
625,290,640,Input,3,On1A3,,
626,290,640,Input,4,On1A4,,
627,290,980,Input,35,Off1A3,,
628,290,980,Input,36,Off1A4,,
629,294,685,Exit,5,TimeOut,Time,
630,294,685,Entry,1,MagEntry,,
631,294,685,Reg,2,ComptNbessai,   21,000,
632,294,685,Reg,12,Accuracy,   66,667,
633,294,685,Reg,13,Omission,   14,286,
634,297,735,Input,1,On1A1,,
635,297,735,Exit,1,MagEntry,1,
636,297,735,Entry,2,ITI2sec,,
637,298,075,Input,33,Off1A1,,
638,298,735,Exit,2,ITI2sec,Time,
639,298,735,List,,ITItime,   19,000,
640,298,735,Entry,19,sec5,,
641,298,735,Reg,18,stage1,    6,000,
642,301,325,Input,4,On1A4,,
643,301,325,Exit,19,sec5,4,
644,301,325,Entry,20,prematuresec5,,
645,301,325,Reg,14,premsec1,    1,000,
646,301,330,Exit,20,prematuresec5,Time,
647,301,330,Entry,4,Premature,,
648,301,330,Reg,5,ComptPremat,    9,000,
649,301,335,Exit,4,Premature,Time,
650,301,335,Entry,5,TimeOut,,
651,301,665,Input,36,Off1A4,,
652,301,770,Input,2,On1A2,,
653,302,435,Input,34,Off1A2,,
654,306,340,Exit,5,TimeOut,Time,
655,306,340,Entry,1,MagEntry,,
656,306,340,Reg,2,ComptNbessai,   22,000,
657,306,340,Reg,12,Accuracy,   66,667,
658,306,340,Reg,13,Omission,   13,636,
659,310,850,Input,1,On1A1,,
660,310,850,Exit,1,MagEntry,1,
661,310,850,Entry,2,ITI2sec,,
662,311,515,Input,33,Off1A1,,
663,311,525,Input,1,On1A1,,
664,311,850,Exit,2,ITI2sec,Time,
