,,Subject,,,292,
,,Protocol,,,IRTT_long,
,,Type,,,Master,
,,Channel,,,0,
,,Master,,,,
,,Date,,,2023-07-20,
249,116,110,Input,33,Off1A1,,
250,116,175,Exit,2,ITI2sec,Time,
251,116,175,List,,ITItime,   21,000,
252,116,175,Entry,21,sec2,,
253,116,175,Reg,19,stage2,    2,000,
254,117,275,Input,33,Off1A1,,
255,117,355,Input,1,On1A1,,
256,117,690,Input,33,Off1A1,,
257,122,080,Input,3,On1A3,,
258,122,080,Input,4,On1A4,,
259,122,080,Exit,21,sec2,3,
260,122,080,Entry,22,prematuresec6,,
261,122,080,Reg,15,premsec2,    1,000,
262,122,085,Exit,22,prematuresec6,Time,
263,122,085,Entry,4,Premature,,
264,122,085,Reg,5,ComptPremat,    5,000,
265,122,090,Exit,4,Premature,Time,
266,122,090,Entry,5,TimeOut,,
267,123,390,Input,35,Off1A3,,
268,123,390,Input,36,Off1A4,,
269,124,065,Input,3,On1A3,,
270,124,065,Input,4,On1A4,,
271,125,371,Input,2,On1A2,,
272,125,375,Input,36,Off1A4,,
273,126,675,Input,34,Off1A2,,
274,126,675,Input,35,Off1A3,,
275,126,750,Input,4,On1A4,,
276,127,095,Exit,5,TimeOut,Time,
277,127,095,Entry,1,MagEntry,,
278,127,095,Reg,2,ComptNbessai,    9,000,
279,127,095,Reg,12,Accuracy,   66,667,
280,127,095,Reg,13,Omission,    0,000,
281,128,055,Input,3,On1A3,,
282,128,060,Input,36,Off1A4,,
283,128,715,Input,35,Off1A3,,
284,128,780,Input,2,On1A2,,
285,129,765,Input,34,Off1A2,,
286,130,465,Input,1,On1A1,,
287,130,465,Exit,1,MagEntry,1,
288,130,465,Entry,2,ITI2sec,,
289,131,125,Input,33,Off1A1,,
290,131,275,Input,1,On1A1,,
291,131,465,Exit,2,ITI2sec,Time,
292,131,465,List,,ITItime,   23,000,
293,131,465,Entry,23,sec3,,
294,131,465,Reg,20,stage3,    3,000,
295,131,610,Input,33,Off1A1,,
296,132,000,Input,1,On1A1,,
297,132,335,Input,33,Off1A1,,
298,132,955,Input,1,On1A1,,
299,133,295,Input,33,Off1A1,,
300,138,470,Exit,23,sec3,Time,
301,138,470,Entry,3,RandomHole,,
302,139,470,Exit,3,RandomHole,Time,
303,139,470,List,,Pseudo1a5,   14,000,
304,139,470,Entry,14,hole5,,
305,139,470,Reg,11,HoleNumber,    5,000,
306,140,470,Exit,14,hole5,Time,
307,140,470,Entry,15,Holdhole5,,
308,141,025,Input,3,On1A3,,
309,141,025,Input,4,On1A4,,
310,141,025,Exit,15,Holdhole5,4,
311,141,025,Entry,17,CorrectResp,,
312,141,025,Reg,3,ComptCR,    3,000,
313,141,025,Reg,6,Reward,    3,000,
314,141,025,Reg,7,CptReward,    3,000,
315,141,025,Reg,1,ComptOmision,    0,000,
316,141,030,Exit,17,CorrectResp,Time,
317,141,030,Entry,1,MagEntry,,
318,141,030,Reg,2,ComptNbessai,   10,000,
319,141,030,Reg,12,Accuracy,   75,000,
320,141,030,Reg,13,Omission,    0,000,
321,142,340,Input,35,Off1A3,,
322,142,340,Input,36,Off1A4,,
323,143,685,Input,1,On1A1,,
324,143,685,Exit,1,MagEntry,1,
325,143,685,Entry,2,ITI2sec,,
326,144,670,Input,33,Off1A1,,
327,144,685,Exit,2,ITI2sec,Time,
328,144,685,List,,ITItime,   19,000,
329,144,685,Entry,19,sec5,,
330,144,685,Reg,18,stage1,    3,000,
331,149,690,Exit,19,sec5,Time,
332,149,690,Entry,3,RandomHole,,
333,149,841,Input,4,On1A4,,
334,150,175,Input,36,Off1A4,,
335,150,390,Input,2,On1A2,,
336,150,690,Exit,3,RandomHole,Time,
337,150,690,List,,Pseudo1a5,   12,000,
338,150,690,Entry,12,hole4,,
339,150,690,Reg,11,HoleNumber,    4,000,
340,150,730,Input,34,Off1A2,,
341,151,410,Input,2,On1A2,,
342,151,410,Exit,12,hole4,2,
343,151,410,Entry,18,IncorrectResp,,
344,151,410,Reg,4,ComptIncR,    2,000,
345,151,410,Reg,1,ComptOmision,    0,000,
346,151,420,Exit,18,IncorrectResp,Time,
347,151,420,Entry,5,TimeOut,,
348,152,070,Input,34,Off1A2,,
349,154,320,Input,1,On1A1,,
350,154,660,Input,33,Off1A1,,
351,154,900,Input,1,On1A1,,
352,155,235,Input,33,Off1A1,,
353,156,425,Exit,5,TimeOut,Time,
354,156,425,Entry,1,MagEntry,,
355,156,425,Reg,2,ComptNbessai,   11,000,
356,156,425,Reg,12,Accuracy,   60,000,
357,156,425,Reg,13,Omission,    0,000,
358,157,820,Input,3,On1A3,,
359,158,485,Input,35,Off1A3,,
360,159,100,Input,3,On1A3,,
361,159,100,Input,4,On1A4,,
362,159,765,Input,35,Off1A3,,
363,159,765,Input,36,Off1A4,,
364,162,515,Input,1,On1A1,,
365,162,515,Exit,1,MagEntry,1,
366,162,515,Entry,2,ITI2sec,,
367,163,180,Input,33,Off1A1,,
368,163,515,Exit,2,ITI2sec,Time,
369,163,515,List,,ITItime,   25,000,
370,163,515,Entry,25,sec4,,
371,163,515,Reg,21,stage4,    3,000,
372,163,575,Input,1,On1A1,,
373,163,915,Input,33,Off1A1,,
374,167,520,Exit,25,sec4,Time,
375,167,520,Entry,3,RandomHole,,
376,168,520,Exit,3,RandomHole,Time,
377,168,520,List,,Pseudo1a5,    6,000,
378,168,520,Entry,6,hole1,,
379,168,520,Reg,11,HoleNumber,    1,000,
380,169,520,Exit,6,hole1,Time,
381,169,520,Entry,7,Holdhole1,,
382,170,520,Exit,7,Holdhole1,Time,
383,170,520,Entry,16,Omission,,
384,170,520,Reg,1,ComptOmision,    1,000,
385,170,520,Reg,8,Omision,    1,000,
386,170,530,Exit,16,Omission,Time,
387,170,530,Entry,5,TimeOut,,
388,172,951,Input,1,On1A1,,
389,174,590,Input,33,Off1A1,,
390,175,535,Exit,5,TimeOut,Time,
391,175,535,Entry,1,MagEntry,,
392,175,535,Reg,2,ComptNbessai,   12,000,
393,175,535,Reg,12,Accuracy,   60,000,
394,175,535,Reg,13,Omission,    8,333,
395,175,795,Input,1,On1A1,,
396,175,795,Exit,1,MagEntry,1,
397,175,795,Entry,2,ITI2sec,,
398,176,135,Input,33,Off1A1,,
399,176,760,Input,1,On1A1,,
400,176,795,Exit,2,ITI2sec,Time,
401,176,795,List,,ITItime,   21,000,
402,176,795,Entry,21,sec2,,
403,176,795,Reg,19,stage2,    3,000,
404,177,095,Input,33,Off1A1,,
405,179,700,Input,4,On1A4,,
406,179,700,Exit,21,sec2,4,
407,179,700,Entry,22,prematuresec6,,
408,179,700,Reg,15,premsec2,    2,000,
409,179,705,Exit,22,prematuresec6,Time,
410,179,705,Entry,4,Premature,,
411,179,705,Reg,5,ComptPremat,    6,000,
412,179,710,Exit,4,Premature,Time,
413,179,710,Entry,5,TimeOut,,
414,181,340,Input,36,Off1A4,,
415,181,375,Input,3,On1A3,,
416,181,715,Input,35,Off1A3,,
417,183,195,Input,1,On1A1,,
418,183,860,Input,33,Off1A1,,
419,184,715,Exit,5,TimeOut,Time,
420,184,715,Entry,1,MagEntry,,
421,184,715,Reg,2,ComptNbessai,   13,000,
422,184,715,Reg,12,Accuracy,   60,000,
423,184,715,Reg,13,Omission,    7,692,
424,187,155,Input,2,On1A2,,
425,188,465,Input,34,Off1A2,,
426,189,050,Input,1,On1A1,,
427,189,050,Exit,1,MagEntry,1,
428,189,050,Entry,2,ITI2sec,,
429,189,390,Input,33,Off1A1,,
430,190,050,Exit,2,ITI2sec,Time,
431,190,050,List,,ITItime,   25,000,
432,190,050,Entry,25,sec4,,
433,190,050,Reg,21,stage4,    4,000,
434,190,540,Input,1,On1A1,,
435,190,875,Input,33,Off1A1,,
436,193,455,Input,3,On1A3,,
437,193,455,Input,4,On1A4,,
438,193,455,Exit,25,sec4,3,
439,193,455,Entry,26,prematuresec8,,
440,193,455,Reg,17,premsec4,    2,000,
441,193,460,Exit,26,prematuresec8,Time,
442,193,460,Entry,4,Premature,,
443,193,460,Reg,5,ComptPremat,    7,000,
444,193,465,Exit,4,Premature,Time,
445,193,465,Entry,5,TimeOut,,
446,194,445,Input,35,Off1A3,,
447,194,445,Input,36,Off1A4,,
448,194,600,Input,2,On1A2,,
449,194,600,Input,3,On1A3,,
450,195,585,Input,34,Off1A2,,
451,195,585,Input,35,Off1A3,,
452,195,810,Input,3,On1A3,,
453,196,465,Input,2,On1A2,,
454,196,470,Input,35,Off1A3,,
455,196,795,Input,34,Off1A2,,
456,198,470,Exit,5,TimeOut,Time,
457,198,470,Entry,1,MagEntry,,
458,198,470,Reg,2,ComptNbessai,   14,000,
459,198,470,Reg,12,Accuracy,   60,000,
460,198,470,Reg,13,Omission,    7,143,
461,199,295,Input,1,On1A1,,
462,199,295,Exit,1,MagEntry,1,
463,199,295,Entry,2,ITI2sec,,
464,199,630,Input,33,Off1A1,,
465,200,295,Exit,2,ITI2sec,Time,
466,200,295,List,,ITItime,   21,000,
467,200,295,Entry,21,sec2,,
468,200,295,Reg,19,stage2,    4,000,
469,200,670,Input,1,On1A1,,
470,201,010,Input,33,Off1A1,,
471,204,850,Input,3,On1A3,,
472,204,850,Input,4,On1A4,,
473,204,850,Exit,21,sec2,3,
474,204,850,Entry,22,prematuresec6,,
475,204,850,Reg,15,premsec2,    3,000,
476,204,855,Exit,22,prematuresec6,Time,
477,204,855,Entry,4,Premature,,
478,204,855,Reg,5,ComptPremat,    8,000,
479,204,860,Exit,4,Premature,Time,
480,204,860,Entry,5,TimeOut,,
481,205,185,Input,35,Off1A3,,
482,205,185,Input,36,Off1A4,,
483,207,780,Input,1,On1A1,,
484,208,765,Input,33,Off1A1,,
485,209,710,Input,1,On1A1,,
486,209,865,Exit,5,TimeOut,Time,
487,209,865,Entry,1,MagEntry,,
488,209,865,Reg,2,ComptNbessai,   15,000,
489,209,865,Reg,12,Accuracy,   60,000,
490,209,865,Reg,13,Omission,    6,667,
491,210,050,Input,33,Off1A1,,
492,210,965,Input,1,On1A1,,
493,210,965,Exit,1,MagEntry,1,
494,210,965,Entry,2,ITI2sec,,
495,211,300,Input,33,Off1A1,,
496,211,670,Input,1,On1A1,,
497,211,965,Exit,2,ITI2sec,Time,
498,211,965,List,,ITItime,   19,000,
499,211,965,Entry,19,sec5,,
500,211,965,Reg,18,stage1,    4,000,
501,212,005,Input,33,Off1A1,,
502,214,035,Input,1,On1A1,,
503,214,375,Input,33,Off1A1,,
504,216,966,Exit,19,sec5,Time,
505,216,966,Entry,3,RandomHole,,
506,217,970,Exit,3,RandomHole,Time,
507,217,970,List,,Pseudo1a5,   10,000,
508,217,970,Entry,10,hole3,,
509,217,970,Reg,11,HoleNumber,    3,000,
510,218,971,Exit,10,hole3,Time,
511,218,971,Entry,11,Holdhole3,,
512,219,610,Input,4,On1A4,,
513,219,610,Exit,11,Holdhole3,4,
514,219,610,Entry,18,IncorrectResp,,
515,219,610,Reg,4,ComptIncR,    3,000,
516,219,610,Reg,1,ComptOmision,    0,000,
517,219,620,Exit,18,IncorrectResp,Time,
518,219,620,Entry,5,TimeOut,,
519,221,250,Input,36,Off1A4,,
520,221,445,Input,2,On1A2,,
521,221,445,Input,3,On1A3,,
522,221,785,Input,34,Off1A2,,
523,221,785,Input,35,Off1A3,,
524,222,960,Input,1,On1A1,,
525,223,300,Input,33,Off1A1,,
526,223,590,Input,1,On1A1,,
527,224,250,Input,33,Off1A1,,
528,224,625,Exit,5,TimeOut,Time,
529,224,625,Entry,1,MagEntry,,
530,224,625,Reg,2,ComptNbessai,   16,000,
531,224,625,Reg,12,Accuracy,   50,000,
532,224,625,Reg,13,Omission,    6,250,
533,225,855,Input,3,On1A3,,
534,225,855,Input,4,On1A4,,
535,226,840,Input,35,Off1A3,,
536,226,840,Input,36,Off1A4,,
537,227,770,Input,1,On1A1,,
538,227,770,Exit,1,MagEntry,1,
539,227,770,Entry,2,ITI2sec,,
540,228,755,Input,33,Off1A1,,
541,228,770,Exit,2,ITI2sec,Time,
542,228,770,List,,ITItime,   23,000,
543,228,770,Entry,23,sec3,,
544,228,770,Reg,20,stage3,    4,000,
545,228,940,Input,1,On1A1,,
546,229,280,Input,33,Off1A1,,
547,229,690,Input,1,On1A1,,
548,230,025,Input,33,Off1A1,,
549,230,155,Input,1,On1A1,,
550,230,820,Input,33,Off1A1,,
551,231,645,Input,1,On1A1,,
552,231,985,Input,33,Off1A1,,
553,235,290,Input,4,On1A4,,
554,235,290,Exit,23,sec3,4,
555,235,290,Entry,24,prematuresec7,,
556,235,290,Reg,16,premsec3,    3,000,
557,235,300,Exit,24,prematuresec7,Time,
558,235,300,Entry,4,Premature,,
559,235,300,Reg,5,ComptPremat,    9,000,
560,235,305,Exit,4,Premature,Time,
561,235,305,Entry,5,TimeOut,,
562,236,280,Input,36,Off1A4,,
563,236,350,Input,2,On1A2,,
564,237,340,Input,34,Off1A2,,
565,240,310,Exit,5,TimeOut,Time,
566,240,310,Entry,1,MagEntry,,
567,240,310,Reg,2,ComptNbessai,   17,000,
568,240,310,Reg,12,Accuracy,   50,000,
569,240,310,Reg,13,Omission,    5,882,
570,246,645,Input,2,On1A2,,
571,247,635,Input,34,Off1A2,,
572,248,670,Input,1,On1A1,,
573,248,670,Exit,1,MagEntry,1,
574,248,670,Entry,2,ITI2sec,,
575,249,330,Input,33,Off1A1,,
576,249,490,Input,1,On1A1,,
577,249,670,Exit,2,ITI2sec,Time,
578,249,670,List,,ITItime,   23,000,
579,249,670,Entry,23,sec3,,
580,249,670,Reg,20,stage3,    5,000,
581,250,155,Input,33,Off1A1,,
582,255,510,Input,2,On1A2,,
583,255,510,Input,3,On1A3,,
584,255,510,Exit,23,sec3,2,
585,255,510,Entry,24,prematuresec7,,
586,255,510,Reg,16,premsec3,    4,000,
587,255,520,Exit,24,prematuresec7,Time,
588,255,520,Entry,4,Premature,,
589,255,520,Reg,5,ComptPremat,   10,000,
590,255,525,Exit,4,Premature,Time,
591,255,525,Entry,5,TimeOut,,
592,256,170,Input,34,Off1A2,,
593,256,170,Input,35,Off1A3,,
594,256,265,Input,3,On1A3,,
595,256,265,Input,4,On1A4,,
596,256,600,Input,35,Off1A3,,
597,256,600,Input,36,Off1A4,,
598,260,530,Exit,5,TimeOut,Time,
599,260,530,Entry,1,MagEntry,,
600,260,530,Reg,2,ComptNbessai,   18,000,
601,260,530,Reg,12,Accuracy,   50,000,
602,260,530,Reg,13,Omission,    5,556,
603,268,010,Input,1,On1A1,,
604,268,010,Exit,1,MagEntry,1,
605,268,010,Entry,2,ITI2sec,,
606,269,000,Input,33,Off1A1,,
607,269,010,Exit,2,ITI2sec,Time,
608,269,010,List,,ITItime,   19,000,
609,269,010,Entry,19,sec5,,
610,269,010,Reg,18,stage1,    5,000,
611,269,705,Input,1,On1A1,,
612,270,045,Input,33,Off1A1,,
613,271,790,Input,1,On1A1,,
614,272,125,Input,33,Off1A1,,
615,272,160,Input,1,On1A1,,
616,272,500,Input,33,Off1A1,,
617,273,010,Input,1,On1A1,,
618,273,670,Input,33,Off1A1,,
619,274,015,Exit,19,sec5,Time,
620,274,015,Entry,3,RandomHole,,
621,275,015,Exit,3,RandomHole,Time,
622,275,015,List,,Pseudo1a5,    6,000,
623,275,015,Entry,6,hole1,,
624,275,015,Reg,11,HoleNumber,    1,000,
625,276,015,Exit,6,hole1,Time,
626,276,015,Entry,7,Holdhole1,,
627,277,015,Exit,7,Holdhole1,Time,
628,277,015,Entry,16,Omission,,
629,277,015,Reg,1,ComptOmision,    1,000,
630,277,015,Reg,8,Omision,    2,000,
631,277,025,Exit,16,Omission,Time,
632,277,025,Entry,5,TimeOut,,
633,281,495,Input,2,On1A2,,
634,282,030,Exit,5,TimeOut,Time,
635,282,030,Entry,1,MagEntry,,
636,282,030,Reg,2,ComptNbessai,   19,000,
637,282,030,Reg,12,Accuracy,   50,000,
638,282,030,Reg,13,Omission,   10,526,
639,283,135,Input,34,Off1A2,,
640,284,045,Input,4,On1A4,,
641,284,380,Input,36,Off1A4,,
642,285,925,Input,1,On1A1,,
643,285,925,Exit,1,MagEntry,1,
644,285,925,Entry,2,ITI2sec,,
645,286,265,Input,33,Off1A1,,
646,286,515,Input,1,On1A1,,
647,286,855,Input,33,Off1A1,,
648,286,925,Exit,2,ITI2sec,Time,
649,286,925,List,,ITItime,   21,000,
650,286,925,Entry,21,sec2,,
651,286,925,Reg,19,stage2,    5,000,
652,287,235,Input,1,On1A1,,
653,287,895,Input,33,Off1A1,,
654,290,096,Input,1,On1A1,,
655,290,435,Input,33,Off1A1,,
656,292,930,Exit,21,sec2,Time,
657,292,930,Entry,3,RandomHole,,
658,293,340,Input,3,On1A3,,
659,293,340,Input,4,On1A4,,
660,293,675,Input,35,Off1A3,,
661,293,675,Input,36,Off1A4,,
662,293,930,Exit,3,RandomHole,Time,
663,293,930,List,,Pseudo1a5,    8,000,
664,293,930,Entry,8,hole2,,
665,293,930,Reg,11,HoleNumber,    2,000,
666,294,250,Input,2,On1A2,,
667,294,250,Exit,8,hole2,2,
668,294,250,Entry,18,IncorrectResp,,
669,294,250,Reg,4,ComptIncR,    4,000,
670,294,250,Reg,1,ComptOmision,    0,000,
671,294,260,Exit,18,IncorrectResp,Time,
672,294,260,Entry,5,TimeOut,,
673,296,215,Input,34,Off1A2,,
674,296,225,Input,3,On1A3,,
675,296,565,Input,35,Off1A3,,
676,299,265,Exit,5,TimeOut,Time,
