,,Subject,,,295,
,,Protocol,,,IRTT_long,
,,Type,,,Master,
,,Channel,,,4,
,,Master,,,,
,,Date,,,2023-07-20,
,,Time,,,09:56:17,765,
,,Clock,,,5,
,,Time Warp,,,1x,
646,308,515,Entry,3,RandomHole,,
647,309,515,Exit,3,RandomHole,Time,
648,309,515,List,,Pseudo1a5,    6,000,
649,309,515,Entry,6,hole1,,
650,309,515,Reg,11,HoleNumber,    1,000,
651,309,680,Input,1,On1A1,,
652,310,345,Input,33,Off1A1,,
653,310,515,Exit,6,hole1,Time,
654,310,515,Entry,7,Holdhole1,,
655,311,515,Exit,7,Holdhole1,Time,
656,311,515,Entry,16,Omission,,
657,311,515,Reg,1,ComptOmision,    1,000,
658,311,515,Reg,8,Omision,    3,000,
659,311,525,Exit,16,Omission,Time,
660,311,525,Entry,5,TimeOut,,
661,312,160,Input,1,On1A1,,
662,313,810,Input,33,Off1A1,,
663,315,480,Input,33,Off1A1,,
664,316,530,Exit,5,TimeOut,Time,
665,316,530,Entry,1,MagEntry,,
666,316,530,Reg,2,ComptNbessai,   22,000,
667,316,530,Reg,12,Accuracy,   83,333,
668,316,530,Reg,13,Omission,   13,636,
669,319,015,Input,1,On1A1,,
670,319,015,Exit,1,MagEntry,1,
671,319,015,Entry,2,ITI2sec,,
672,319,685,Input,33,Off1A1,,
673,320,015,Exit,2,ITI2sec,Time,
674,320,015,List,,ITItime,   23,000,
675,320,015,Entry,23,sec3,,
676,320,015,Reg,20,stage3,    6,000,
677,323,160,Input,4,On1A4,,
678,323,160,Exit,23,sec3,4,
679,323,160,Entry,24,prematuresec7,,
680,323,160,Reg,16,premsec3,    4,000,
681,323,170,Exit,24,prematuresec7,Time,
682,323,170,Entry,4,Premature,,
683,323,170,Reg,5,ComptPremat,   13,000,
684,323,175,Exit,4,Premature,Time,
685,323,175,Entry,5,TimeOut,,
686,323,505,Input,36,Off1A4,,
687,328,180,Exit,5,TimeOut,Time,
688,328,180,Entry,1,MagEntry,,
689,328,180,Reg,2,ComptNbessai,   23,000,
690,328,180,Reg,12,Accuracy,   83,333,
691,328,180,Reg,13,Omission,   13,043,
692,337,040,Input,4,On1A4,,
693,337,380,Input,36,Off1A4,,
694,338,815,Input,1,On1A1,,
695,338,815,Exit,1,MagEntry,1,
696,338,815,Entry,2,ITI2sec,,
697,339,815,Exit,2,ITI2sec,Time,
698,339,815,List,,ITItime,   21,000,
699,339,815,Entry,21,sec2,,
700,339,815,Reg,19,stage2,    6,000,
701,340,150,Input,33,Off1A1,,
702,341,405,Input,3,On1A3,,
703,341,405,Input,4,On1A4,,
704,341,405,Exit,21,sec2,3,
705,341,405,Entry,22,prematuresec6,,
706,341,405,Reg,15,premsec2,    4,000,
707,341,410,Exit,22,prematuresec6,Time,
708,341,410,Entry,4,Premature,,
709,341,410,Reg,5,ComptPremat,   14,000,
710,341,415,Exit,4,Premature,Time,
711,341,415,Entry,5,TimeOut,,
712,342,076,Input,35,Off1A3,,
713,342,076,Input,36,Off1A4,,
714,343,275,Input,1,On1A1,,
715,343,620,Input,33,Off1A1,,
716,343,830,Input,1,On1A1,,
717,344,175,Input,33,Off1A1,,
718,344,290,Input,1,On1A1,,
719,344,960,Input,33,Off1A1,,
720,345,705,Input,3,On1A3,,
721,345,705,Input,4,On1A4,,
722,346,045,Input,35,Off1A3,,
723,346,045,Input,36,Off1A4,,
724,346,420,Exit,5,TimeOut,Time,
725,346,420,Entry,1,MagEntry,,
726,346,420,Reg,2,ComptNbessai,   24,000,
727,346,420,Reg,12,Accuracy,   83,333,
728,346,420,Reg,13,Omission,   12,500,
729,349,120,Input,1,On1A1,,
730,349,120,Exit,1,MagEntry,1,
731,349,120,Entry,2,ITI2sec,,
732,349,460,Input,33,Off1A1,,
733,349,635,Input,1,On1A1,,
734,349,975,Input,33,Off1A1,,
735,350,120,Exit,2,ITI2sec,Time,
736,350,120,List,,ITItime,   19,000,
737,350,120,Entry,19,sec5,,
738,350,120,Reg,18,stage1,    6,000,
739,355,000,Input,3,On1A3,,
740,355,000,Input,4,On1A4,,
741,355,000,Exit,19,sec5,3,
742,355,000,Entry,20,prematuresec5,,
743,355,000,Reg,14,premsec1,    4,000,
744,355,005,Exit,20,prematuresec5,Time,
745,355,005,Entry,4,Premature,,
746,355,005,Reg,5,ComptPremat,   15,000,
747,355,010,Exit,4,Premature,Time,
748,355,010,Entry,5,TimeOut,,
749,355,345,Input,35,Off1A3,,
750,355,345,Input,36,Off1A4,,
751,358,675,Input,3,On1A3,,
752,358,675,Input,4,On1A4,,
753,359,015,Input,35,Off1A3,,
754,359,015,Input,36,Off1A4,,
755,360,015,Exit,5,TimeOut,Time,
756,360,015,Entry,1,MagEntry,,
757,360,015,Reg,2,ComptNbessai,   25,000,
758,360,015,Reg,12,Accuracy,   83,333,
759,360,015,Reg,13,Omission,   12,000,
760,361,560,Input,1,On1A1,,
761,361,560,Exit,1,MagEntry,1,
762,361,560,Entry,2,ITI2sec,,
763,361,905,Input,33,Off1A1,,
764,362,560,Exit,2,ITI2sec,Time,
765,362,560,List,,ITItime,   21,000,
766,362,560,Entry,21,sec2,,
767,362,560,Reg,19,stage2,    7,000,
768,364,310,Input,2,On1A2,,
769,364,310,Input,3,On1A3,,
770,364,310,Exit,21,sec2,2,
771,364,310,Entry,22,prematuresec6,,
772,364,310,Reg,15,premsec2,    5,000,
773,364,315,Exit,22,prematuresec6,Time,
774,364,315,Entry,4,Premature,,
775,364,315,Reg,5,ComptPremat,   16,000,
776,364,320,Exit,4,Premature,Time,
777,364,320,Entry,5,TimeOut,,
778,364,650,Input,34,Off1A2,,
779,364,650,Input,35,Off1A3,,
780,366,400,Input,2,On1A2,,
781,366,400,Input,3,On1A3,,
782,366,740,Input,34,Off1A2,,
783,366,740,Input,35,Off1A3,,
784,368,585,Input,3,On1A3,,
785,368,585,Input,4,On1A4,,
786,368,925,Input,35,Off1A3,,
787,368,925,Input,36,Off1A4,,
788,369,325,Exit,5,TimeOut,Time,
789,369,325,Entry,1,MagEntry,,
790,369,325,Reg,2,ComptNbessai,   26,000,
791,369,325,Reg,12,Accuracy,   83,333,
792,369,325,Reg,13,Omission,   11,538,
793,369,475,Input,1,On1A1,,
794,369,475,Exit,1,MagEntry,1,
795,369,475,Entry,2,ITI2sec,,
796,370,475,Exit,2,ITI2sec,Time,
797,370,475,List,,ITItime,   19,000,
798,370,475,Entry,19,sec5,,
799,370,475,Reg,18,stage1,    7,000,
800,370,810,Input,33,Off1A1,,
801,372,235,Input,1,On1A1,,
802,372,575,Input,33,Off1A1,,
803,373,085,Input,1,On1A1,,
804,375,480,Exit,19,sec5,Time,
805,375,480,Entry,3,RandomHole,,
806,376,245,Input,2,On1A2,,
807,376,245,Input,3,On1A3,,
808,376,480,Exit,3,RandomHole,Time,
809,376,480,List,,Pseudo1a5,   10,000,
810,376,480,Entry,10,hole3,,
811,376,480,Reg,11,HoleNumber,    3,000,
812,376,590,Input,34,Off1A2,,
813,376,590,Input,35,Off1A3,,
814,377,105,Input,4,On1A4,,
815,377,105,Exit,10,hole3,4,
816,377,105,Entry,17,CorrectResp,,
817,377,105,Reg,3,ComptCR,    6,000,
818,377,105,Reg,6,Reward,    6,000,
819,377,105,Reg,7,CptReward,    6,000,
820,377,105,Reg,1,ComptOmision,    0,000,
821,377,110,Exit,17,CorrectResp,Time,
822,377,110,Entry,1,MagEntry,,
823,377,110,Reg,2,ComptNbessai,   27,000,
824,377,110,Reg,12,Accuracy,   85,714,
825,377,110,Reg,13,Omission,   11,111,
826,377,445,Input,36,Off1A4,,
827,377,965,Input,1,On1A1,,
828,377,965,Exit,1,MagEntry,1,
829,377,965,Entry,2,ITI2sec,,
830,378,960,Input,33,Off1A1,,
831,378,965,Exit,2,ITI2sec,Time,
832,378,965,List,,ITItime,   25,000,
833,378,965,Entry,25,sec4,,
834,378,965,Reg,21,stage4,    7,000,
835,381,105,Input,3,On1A3,,
836,381,105,Input,4,On1A4,,
837,381,105,Exit,25,sec4,3,
838,381,105,Entry,26,prematuresec8,,
839,381,105,Reg,17,premsec4,    4,000,
840,381,110,Exit,26,prematuresec8,Time,
841,381,110,Entry,4,Premature,,
842,381,110,Reg,5,ComptPremat,   17,000,
843,381,115,Exit,4,Premature,Time,
844,381,115,Entry,5,TimeOut,,
845,381,445,Input,35,Off1A3,,
846,381,445,Input,36,Off1A4,,
847,385,440,Input,1,On1A1,,
848,385,780,Input,33,Off1A1,,
849,386,120,Exit,5,TimeOut,Time,
850,386,120,Entry,1,MagEntry,,
851,386,120,Reg,2,ComptNbessai,   28,000,
852,386,120,Reg,12,Accuracy,   85,714,
853,386,120,Reg,13,Omission,   10,714,
854,389,265,Input,1,On1A1,,
855,389,265,Exit,1,MagEntry,1,
856,389,265,Entry,2,ITI2sec,,
857,390,260,Input,33,Off1A1,,
858,390,265,Exit,2,ITI2sec,Time,
859,390,265,List,,ITItime,   23,000,
860,390,265,Entry,23,sec3,,
861,390,265,Reg,20,stage3,    7,000,
862,390,340,Input,1,On1A1,,
863,391,005,Input,33,Off1A1,,
864,393,070,Input,3,On1A3,,
865,393,070,Input,4,On1A4,,
866,393,070,Exit,23,sec3,3,
867,393,070,Entry,24,prematuresec7,,
868,393,070,Reg,16,premsec3,    5,000,
869,393,080,Exit,24,prematuresec7,Time,
870,393,080,Entry,4,Premature,,
871,393,080,Reg,5,ComptPremat,   18,000,
872,393,085,Exit,4,Premature,Time,
873,393,085,Entry,5,TimeOut,,
874,393,410,Input,35,Off1A3,,
875,393,410,Input,36,Off1A4,,
876,394,020,Input,3,On1A3,,
877,394,020,Input,4,On1A4,,
878,394,685,Input,35,Off1A3,,
879,394,685,Input,36,Off1A4,,
880,398,090,Exit,5,TimeOut,Time,
881,398,090,Entry,1,MagEntry,,
882,398,090,Reg,2,ComptNbessai,   29,000,
883,398,090,Reg,12,Accuracy,   85,714,
884,398,090,Reg,13,Omission,   10,345,
885,398,800,Input,3,On1A3,,
886,399,140,Input,35,Off1A3,,
887,402,680,Input,4,On1A4,,
888,403,026,Input,36,Off1A4,,
889,404,185,Input,1,On1A1,,
890,404,185,Exit,1,MagEntry,1,
891,404,185,Entry,2,ITI2sec,,
892,404,850,Input,33,Off1A1,,
893,405,185,Exit,2,ITI2sec,Time,
894,405,185,List,,ITItime,   25,000,
895,405,185,Entry,25,sec4,,
896,405,185,Reg,21,stage4,    8,000,
897,409,190,Exit,25,sec4,Time,
898,409,190,Entry,3,RandomHole,,
899,409,300,Input,3,On1A3,,
900,409,300,Input,4,On1A4,,
901,409,640,Input,35,Off1A3,,
902,409,640,Input,36,Off1A4,,
903,410,190,Exit,3,RandomHole,Time,
904,410,190,List,,Pseudo1a5,    6,000,
905,410,190,Entry,6,hole1,,
906,410,190,Reg,11,HoleNumber,    1,000,
907,411,145,Input,2,On1A2,,
908,411,145,Exit,6,hole1,2,
909,411,145,Entry,17,CorrectResp,,
910,411,145,Reg,3,ComptCR,    7,000,
911,411,145,Reg,6,Reward,    7,000,
912,411,145,Reg,7,CptReward,    7,000,
913,411,145,Reg,1,ComptOmision,    0,000,
914,411,150,Exit,17,CorrectResp,Time,
915,411,150,Entry,1,MagEntry,,
916,411,150,Reg,2,ComptNbessai,   30,000,
917,411,150,Reg,12,Accuracy,   87,500,
918,411,150,Reg,13,Omission,   10,000,
919,411,485,Input,34,Off1A2,,
920,412,050,Input,1,On1A1,,
921,412,050,Exit,1,MagEntry,1,
922,412,050,Entry,2,ITI2sec,,
923,413,045,Input,33,Off1A1,,
924,413,050,Exit,2,ITI2sec,Time,
925,413,050,List,,ITItime,   19,000,
926,413,050,Entry,19,sec5,,
927,413,050,Reg,18,stage1,    8,000,
928,417,290,Input,3,On1A3,,
929,417,290,Input,4,On1A4,,
930,417,290,Exit,19,sec5,3,
931,417,290,Entry,20,prematuresec5,,
932,417,290,Reg,14,premsec1,    5,000,
933,417,295,Exit,20,prematuresec5,Time,
934,417,295,Entry,4,Premature,,
935,417,295,Reg,5,ComptPremat,   19,000,
936,417,300,Exit,4,Premature,Time,
937,417,300,Entry,5,TimeOut,,
938,417,630,Input,35,Off1A3,,
939,417,630,Input,36,Off1A4,,
940,420,040,Input,1,On1A1,,
941,420,385,Input,33,Off1A1,,
942,420,425,Input,1,On1A1,,
943,420,765,Input,33,Off1A1,,
944,420,790,Input,1,On1A1,,
945,421,135,Input,33,Off1A1,,
946,421,210,Input,1,On1A1,,
947,421,550,Input,33,Off1A1,,
948,422,305,Exit,5,TimeOut,Time,
949,422,305,Entry,1,MagEntry,,
950,422,305,Reg,2,ComptNbessai,   31,000,
951,422,305,Reg,12,Accuracy,   87,500,
952,422,305,Reg,13,Omission,    9,677,
953,423,165,Input,2,On1A2,,
954,423,165,Input,3,On1A3,,
955,423,510,Input,34,Off1A2,,
956,423,510,Input,35,Off1A3,,
957,424,265,Input,1,On1A1,,
958,424,265,Exit,1,MagEntry,1,
959,424,265,Entry,2,ITI2sec,,
960,425,265,Exit,2,ITI2sec,Time,
961,425,265,List,,ITItime,   21,000,
962,425,265,Entry,21,sec2,,
963,425,265,Reg,19,stage2,    8,000,
964,425,585,Input,33,Off1A1,,
965,428,060,Input,1,On1A1,,
966,428,400,Input,33,Off1A1,,
967,429,640,Input,2,On1A2,,
968,429,640,Input,3,On1A3,,
969,429,640,Exit,21,sec2,2,
970,429,640,Entry,22,prematuresec6,,
971,429,640,Reg,15,premsec2,    6,000,
972,429,645,Exit,22,prematuresec6,Time,
973,429,645,Entry,4,Premature,,
974,429,645,Reg,5,ComptPremat,   20,000,
975,429,650,Exit,4,Premature,Time,
976,429,650,Entry,5,TimeOut,,
977,429,980,Input,34,Off1A2,,
978,429,980,Input,35,Off1A3,,
979,430,210,Input,3,On1A3,,
980,430,210,Input,4,On1A4,,
981,430,550,Input,35,Off1A3,,
982,430,550,Input,36,Off1A4,,
983,434,655,Exit,5,TimeOut,Time,
984,434,655,Entry,1,MagEntry,,
985,434,655,Reg,2,ComptNbessai,   32,000,
986,434,655,Reg,12,Accuracy,   87,500,
987,434,655,Reg,13,Omission,    9,375,
988,444,075,Input,1,On1A1,,
989,444,075,Exit,1,MagEntry,1,
990,444,075,Entry,2,ITI2sec,,
991,444,415,Input,33,Off1A1,,
992,445,075,Exit,2,ITI2sec,Time,
993,445,075,List,,ITItime,   23,000,
994,445,075,Entry,23,sec3,,
995,445,075,Reg,20,stage3,    8,000,
996,452,080,Exit,23,sec3,Time,
997,452,080,Entry,3,RandomHole,,
998,453,080,Exit,3,RandomHole,Time,
999,453,080,List,,Pseudo1a5,   12,000,
1000,453,080,Entry,12,hole4,,
1001,453,080,Reg,11,HoleNumber,    4,000,
1002,454,080,Exit,12,hole4,Time,
1003,454,080,Entry,13,Holdhole4,,
1004,455,080,Exit,13,Holdhole4,Time,
1005,455,080,Entry,16,Omission,,
1006,455,080,Reg,1,ComptOmision,    1,000,
1007,455,080,Reg,8,Omision,    4,000,
1008,455,090,Exit,16,Omission,Time,
1009,455,090,Entry,5,TimeOut,,
1010,460,095,Exit,5,TimeOut,Time,
1011,460,095,Entry,1,MagEntry,,
1012,460,095,Reg,2,ComptNbessai,   33,000,
1013,460,095,Reg,12,Accuracy,   87,500,
1014,460,095,Reg,13,Omission,   12,121,
1015,465,005,Input,3,On1A3,,
1016,465,005,Input,4,On1A4,,
1017,465,345,Input,35,Off1A3,,
1018,465,345,Input,36,Off1A4,,
1019,470,705,Input,1,On1A1,,
1020,470,705,Exit,1,MagEntry,1,
1021,470,705,Entry,2,ITI2sec,,
1022,471,050,Input,33,Off1A1,,
1023,471,705,Exit,2,ITI2sec,Time,
1024,471,705,List,,ITItime,   23,000,
1025,471,705,Entry,23,sec3,,
1026,471,705,Reg,20,stage3,    9,000,
1027,474,790,Input,3,On1A3,,
1028,474,790,Input,4,On1A4,,
1029,474,790,Exit,23,sec3,3,
1030,474,790,Entry,24,prematuresec7,,
1031,474,790,Reg,16,premsec3,    6,000,
1032,474,800,Exit,24,prematuresec7,Time,
1033,474,800,Entry,4,Premature,,
1034,474,800,Reg,5,ComptPremat,   21,000,
1035,474,805,Exit,4,Premature,Time,
1036,474,805,Entry,5,TimeOut,,
1037,475,135,Input,35,Off1A3,,
1038,475,135,Input,36,Off1A4,,
1039,475,840,Input,1,On1A1,,
1040,476,180,Input,33,Off1A1,,
1041,479,810,Exit,5,TimeOut,Time,
1042,479,810,Entry,1,MagEntry,,
1043,479,810,Reg,2,ComptNbessai,   34,000,
1044,479,810,Reg,12,Accuracy,   87,500,
1045,479,810,Reg,13,Omission,   11,765,
1046,483,605,Input,2,On1A2,,
1047,483,950,Input,34,Off1A2,,
1048,485,025,Input,1,On1A1,,
1049,485,025,Exit,1,MagEntry,1,
1050,485,025,Entry,2,ITI2sec,,
1051,485,370,Input,33,Off1A1,,
1052,486,025,Exit,2,ITI2sec,Time,
1053,486,025,List,,ITItime,   21,000,
1054,486,025,Entry,21,sec2,,
1055,486,025,Reg,19,stage2,    9,000,
1056,492,030,Exit,21,sec2,Time,
1057,492,030,Entry,3,RandomHole,,
1058,493,030,Exit,3,RandomHole,Time,
1059,493,030,List,,Pseudo1a5,   10,000,
1060,493,030,Entry,10,hole3,,
1061,493,030,Reg,11,HoleNumber,    3,000,
1062,493,650,Input,1,On1A1,,
1063,493,995,Input,33,Off1A1,,
1064,494,030,Exit,10,hole3,Time,
1065,494,030,Entry,11,Holdhole3,,
1066,494,205,Input,1,On1A1,,
1067,494,545,Input,33,Off1A1,,
1068,495,030,Exit,11,Holdhole3,Time,
1069,495,030,Entry,16,Omission,,
1070,495,030,Reg,1,ComptOmision,    2,000,
1071,495,030,Reg,8,Omision,    5,000,
1072,495,040,Exit,16,Omission,Time,
1073,495,040,Entry,5,TimeOut,,
1074,496,625,Input,1,On1A1,,
1075,497,295,Input,33,Off1A1,,
1076,499,975,Input,3,On1A3,,
1077,499,975,Input,4,On1A4,,
1078,500,045,Exit,5,TimeOut,Time,
1079,500,045,Entry,1,MagEntry,,
1080,500,045,Reg,2,ComptNbessai,   35,000,
1081,500,045,Reg,12,Accuracy,   87,500,
1082,500,045,Reg,13,Omission,   14,286,
1083,500,315,Input,35,Off1A3,,
1084,500,315,Input,36,Off1A4,,
1085,500,630,Input,2,On1A2,,
1086,500,630,Input,3,On1A3,,
1087,500,975,Input,34,Off1A2,,
1088,500,975,Input,35,Off1A3,,
1089,513,755,Input,1,On1A1,,
1090,513,755,Exit,1,MagEntry,1,
1091,513,755,Entry,2,ITI2sec,,
1092,514,755,Exit,2,ITI2sec,Time,
1093,514,755,List,,ITItime,   25,000,
1094,514,755,Entry,25,sec4,,
1095,514,755,Reg,21,stage4,    9,000,
1096,516,385,Input,33,Off1A1,,
1097,518,760,Exit,25,sec4,Time,
1098,518,760,Entry,3,RandomHole,,
1099,519,760,Exit,3,RandomHole,Time,
1100,519,760,List,,Pseudo1a5,   14,000,
1101,519,760,Entry,14,hole5,,
1102,519,760,Reg,11,HoleNumber,    5,000,
1103,520,110,Input,3,On1A3,,
1104,520,110,Input,4,On1A4,,
1105,520,110,Exit,14,hole5,4,
1106,520,110,Entry,17,CorrectResp,,
1107,520,110,Reg,3,ComptCR,    8,000,
1108,520,110,Reg,6,Reward,    8,000,
1109,520,110,Reg,7,CptReward,    8,000,
1110,520,110,Reg,1,ComptOmision,    0,000,
1111,520,115,Exit,17,CorrectResp,Time,
1112,520,115,Entry,1,MagEntry,,
1113,520,115,Reg,2,ComptNbessai,   36,000,
1114,520,115,Reg,12,Accuracy,   88,889,
1115,520,115,Reg,13,Omission,   13,889,
1116,520,455,Input,35,Off1A3,,
1117,520,455,Input,36,Off1A4,,
1118,520,975,Input,1,On1A1,,
1119,520,975,Exit,1,MagEntry,1,
1120,520,975,Entry,2,ITI2sec,,
1121,521,970,Input,33,Off1A1,,
1122,521,975,Exit,2,ITI2sec,Time,
1123,521,975,List,,ITItime,   19,000,
1124,521,975,Entry,19,sec5,,
1125,521,975,Reg,18,stage1,    9,000,
1126,526,980,Exit,19,sec5,Time,
1127,526,980,Entry,3,RandomHole,,
1128,527,980,Exit,3,RandomHole,Time,
1129,527,980,List,,Pseudo1a5,   12,000,
1130,527,980,Entry,12,hole4,,
1131,527,980,Reg,11,HoleNumber,    4,000,
1132,528,470,Input,3,On1A3,,
1133,528,470,Input,4,On1A4,,
1134,528,470,Exit,12,hole4,4,
1135,528,470,Entry,18,IncorrectResp,,
1136,528,470,Reg,4,ComptIncR,    2,000,
1137,528,470,Reg,1,ComptOmision,    0,000,
1138,528,480,Exit,18,IncorrectResp,Time,
1139,528,480,Entry,5,TimeOut,,
1140,528,815,Input,35,Off1A3,,
1141,528,815,Input,36,Off1A4,,
1142,533,485,Exit,5,TimeOut,Time,
1143,533,485,Entry,1,MagEntry,,
1144,533,485,Reg,2,ComptNbessai,   37,000,
1145,533,485,Reg,12,Accuracy,   80,000,
1146,533,485,Reg,13,Omission,   13,514,
1147,540,190,Input,3,On1A3,,
1148,540,530,Input,35,Off1A3,,
1149,540,695,Input,2,On1A2,,
1150,541,040,Input,34,Off1A2,,
1151,543,565,Input,4,On1A4,,
1152,543,905,Input,36,Off1A4,,
1153,544,271,Input,3,On1A3,,
1154,544,271,Input,4,On1A4,,
1155,544,610,Input,35,Off1A3,,
1156,544,610,Input,36,Off1A4,,
1157,546,455,Input,1,On1A1,,
1158,546,455,Exit,1,MagEntry,1,
1159,546,455,Entry,2,ITI2sec,,
1160,547,125,Input,33,Off1A1,,
1161,547,450,Input,1,On1A1,,
1162,547,455,Exit,2,ITI2sec,Time,
1163,547,455,List,,ITItime,   23,000,
1164,547,455,Entry,23,sec3,,
1165,547,455,Reg,20,stage3,   10,000,
1166,547,790,Input,33,Off1A1,,
1167,554,460,Exit,23,sec3,Time,
1168,554,460,Entry,3,RandomHole,,
1169,555,440,Input,3,On1A3,,
1170,555,440,Input,4,On1A4,,
1171,555,460,Exit,3,RandomHole,Time,
1172,555,460,List,,Pseudo1a5,   14,000,
1173,555,460,Entry,14,hole5,,
1174,555,460,Reg,11,HoleNumber,    5,000,
1175,556,110,Input,35,Off1A3,,
1176,556,110,Input,36,Off1A4,,
1177,556,195,Input,3,On1A3,,
1178,556,195,Input,4,On1A4,,
1179,556,195,Exit,14,hole5,4,
1180,556,195,Entry,17,CorrectResp,,
1181,556,195,Reg,3,ComptCR,    9,000,
1182,556,195,Reg,6,Reward,    9,000,
1183,556,195,Reg,7,CptReward,    9,000,
1184,556,195,Reg,1,ComptOmision,    0,000,
1185,556,200,Exit,17,CorrectResp,Time,
1186,556,200,Entry,1,MagEntry,,
1187,556,200,Reg,2,ComptNbessai,   38,000,
1188,556,200,Reg,12,Accuracy,   81,818,
1189,556,200,Reg,13,Omission,   13,158,
1190,556,540,Input,35,Off1A3,,
1191,556,540,Input,36,Off1A4,,
1192,557,120,Input,1,On1A1,,
1193,557,120,Exit,1,MagEntry,1,
1194,557,120,Entry,2,ITI2sec,,
1195,558,115,Input,33,Off1A1,,
1196,558,120,Exit,2,ITI2sec,Time,
1197,558,120,List,,ITItime,   19,000,
1198,558,120,Entry,19,sec5,,
1199,558,120,Reg,18,stage1,   10,000,
1200,561,910,Input,3,On1A3,,
1201,561,910,Input,4,On1A4,,
1202,561,910,Exit,19,sec5,3,
1203,561,910,Entry,20,prematuresec5,,
1204,561,910,Reg,14,premsec1,    6,000,
1205,561,915,Exit,20,prematuresec5,Time,
1206,561,915,Entry,4,Premature,,
1207,561,915,Reg,5,ComptPremat,   22,000,
1208,561,920,Exit,4,Premature,Time,
1209,561,920,Entry,5,TimeOut,,
1210,562,580,Input,35,Off1A3,,
1211,562,580,Input,36,Off1A4,,
1212,563,885,Input,1,On1A1,,
1213,565,210,Input,33,Off1A1,,
1214,566,925,Exit,5,TimeOut,Time,
1215,566,925,Entry,1,MagEntry,,
1216,566,925,Reg,2,ComptNbessai,   39,000,
1217,566,925,Reg,12,Accuracy,   81,818,
1218,566,925,Reg,13,Omission,   12,821,
1219,568,635,Input,4,On1A4,,
1220,568,975,Input,36,Off1A4,,
1221,569,510,Input,1,On1A1,,
1222,569,510,Exit,1,MagEntry,1,
1223,569,510,Entry,2,ITI2sec,,
1224,570,175,Input,33,Off1A1,,
1225,570,480,Input,1,On1A1,,
1226,570,510,Exit,2,ITI2sec,Time,
1227,570,510,List,,ITItime,   21,000,
1228,570,510,Entry,21,sec2,,
1229,570,510,Reg,19,stage2,   10,000,
1230,570,820,Input,33,Off1A1,,
1231,570,960,Input,1,On1A1,,
1232,571,300,Input,33,Off1A1,,
1233,571,395,Input,1,On1A1,,
1234,572,065,Input,33,Off1A1,,
1235,573,520,Input,3,On1A3,,
1236,573,520,Input,4,On1A4,,
1237,573,520,Exit,21,sec2,3,
1238,573,520,Entry,22,prematuresec6,,
1239,573,520,Reg,15,premsec2,    7,000,
1240,573,525,Exit,22,prematuresec6,Time,
1241,573,525,Entry,4,Premature,,
1242,573,525,Reg,5,ComptPremat,   23,000,
1243,573,530,Exit,4,Premature,Time,
1244,573,530,Entry,5,TimeOut,,
1245,575,170,Input,35,Off1A3,,
1246,575,170,Input,36,Off1A4,,
1247,577,735,Input,1,On1A1,,
1248,578,075,Input,33,Off1A1,,
1249,578,110,Input,1,On1A1,,
1250,578,450,Input,33,Off1A1,,
1251,578,505,Input,1,On1A1,,
1252,578,531,Exit,5,TimeOut,Time,
1253,578,531,Entry,1,MagEntry,,
1254,578,531,Reg,2,ComptNbessai,   40,000,
1255,578,531,Reg,12,Accuracy,   81,818,
1256,578,531,Reg,13,Omission,   12,500,
1257,578,845,Input,33,Off1A1,,
1258,586,001,Input,4,On1A4,,
1259,586,340,Input,36,Off1A4,,
1260,590,280,Input,1,On1A1,,
1261,590,280,Exit,1,MagEntry,1,
1262,590,280,Entry,2,ITI2sec,,
1263,590,625,Input,33,Off1A1,,
1264,591,280,Exit,2,ITI2sec,Time,
1265,591,280,List,,ITItime,   25,000,
1266,591,280,Entry,25,sec4,,
1267,591,280,Reg,21,stage4,   10,000,
1268,591,545,Input,1,On1A1,,
1269,592,210,Input,33,Off1A1,,
1270,593,730,Input,3,On1A3,,
1271,593,730,Input,4,On1A4,,
1272,593,730,Exit,25,sec4,3,
1273,593,730,Entry,26,prematuresec8,,
1274,593,730,Reg,17,premsec4,    5,000,
1275,593,735,Exit,26,prematuresec8,Time,
1276,593,735,Entry,4,Premature,,
1277,593,735,Reg,5,ComptPremat,   24,000,
1278,593,740,Exit,4,Premature,Time,
1279,593,740,Entry,5,TimeOut,,
1280,594,075,Input,35,Off1A3,,
1281,594,075,Input,36,Off1A4,,
1282,598,745,Exit,5,TimeOut,Time,
1283,598,745,Entry,1,MagEntry,,
1284,598,745,Reg,2,ComptNbessai,   41,000,
1285,598,745,Reg,12,Accuracy,   81,818,
1286,598,745,Reg,13,Omission,   12,195,
1287,598,815,Input,1,On1A1,,
1288,598,815,Exit,1,MagEntry,1,
1289,598,815,Entry,2,ITI2sec,,
1290,599,160,Input,33,Off1A1,,
1291,599,816,Exit,2,ITI2sec,Time,
1292,599,816,List,,ITItime,   23,000,
1293,599,816,Entry,23,sec3,,
1294,599,816,Reg,20,stage3,   11,000,
1295,602,610,Input,2,On1A2,,
1296,602,610,Input,3,On1A3,,
1297,602,610,Exit,23,sec3,2,
1298,602,610,Entry,24,prematuresec7,,
1299,602,610,Reg,16,premsec3,    7,000,
1300,602,620,Exit,24,prematuresec7,Time,
1301,602,620,Entry,4,Premature,,
1302,602,620,Reg,5,ComptPremat,   25,000,
1303,602,625,Exit,4,Premature,Time,
1304,602,625,Entry,5,TimeOut,,
1305,602,950,Input,34,Off1A2,,
1306,602,950,Input,35,Off1A3,,
1307,606,690,Input,3,On1A3,,
1308,606,690,Input,4,On1A4,,
