,,Subject,,,293,
,,Protocol,,,IRTT_long,
,,Type,,,Master,
,,Channel,,,2,
,,Master,,,,
,,Date,,,2023-07-20,
359,177,460,Entry,17,CorrectResp,,
360,177,460,Reg,3,ComptCR,    1,000,
361,177,460,Reg,6,Reward,    1,000,
362,177,460,Reg,7,CptReward,    1,000,
363,177,460,Reg,1,ComptOmision,    0,000,
364,177,465,Exit,17,CorrectResp,Time,
365,177,465,Entry,1,MagEntry,,
366,177,465,Reg,2,ComptNbessai,   13,000,
367,177,465,Reg,12,Accuracy,   33,333,
368,177,465,Reg,13,Omission,    0,000,
369,178,120,Input,34,Off1A2,,
370,179,070,Input,1,On1A1,,
371,179,070,Exit,1,MagEntry,1,
372,179,070,Entry,2,ITI2sec,,
373,180,070,Exit,2,ITI2sec,Time,
374,180,070,List,,ITItime,   19,000,
375,180,070,Entry,19,sec5,,
376,180,070,Reg,18,stage1,    4,000,
377,180,385,Input,33,Off1A1,,
378,181,715,Input,2,On1A2,,
379,181,715,Exit,19,sec5,2,
380,181,715,Entry,20,prematuresec5,,
381,181,715,Reg,14,premsec1,    4,000,
382,181,720,Exit,20,prematuresec5,Time,
383,181,720,Entry,4,Premature,,
384,181,720,Reg,5,ComptPremat,   10,000,
385,181,725,Exit,4,Premature,Time,
386,181,725,Entry,5,TimeOut,,
387,182,055,Input,34,Off1A2,,
388,182,610,Input,2,On1A2,,
389,182,950,Input,34,Off1A2,,
390,183,700,Input,2,On1A2,,
391,184,040,Input,34,Off1A2,,
392,184,185,Input,3,On1A3,,
393,184,520,Input,35,Off1A3,,
394,184,715,Input,4,On1A4,,
395,185,050,Input,36,Off1A4,,
396,186,730,Exit,5,TimeOut,Time,
397,186,730,Entry,1,MagEntry,,
398,186,730,Reg,2,ComptNbessai,   14,000,
399,186,730,Reg,12,Accuracy,   33,333,
400,186,730,Reg,13,Omission,    0,000,
401,186,990,Input,1,On1A1,,
402,186,990,Exit,1,MagEntry,1,
403,186,990,Entry,2,ITI2sec,,
404,187,975,Input,33,Off1A1,,
405,187,990,Exit,2,ITI2sec,Time,
406,187,990,List,,ITItime,   25,000,
407,187,990,Entry,25,sec4,,
408,187,990,Reg,21,stage4,    4,000,
409,190,100,Input,3,On1A3,,
410,190,100,Input,4,On1A4,,
411,190,100,Exit,25,sec4,3,
412,190,100,Entry,26,prematuresec8,,
413,190,100,Reg,17,premsec4,    3,000,
414,190,105,Exit,26,prematuresec8,Time,
415,190,105,Entry,4,Premature,,
416,190,105,Reg,5,ComptPremat,   11,000,
417,190,110,Exit,4,Premature,Time,
418,190,110,Entry,5,TimeOut,,
419,190,440,Input,35,Off1A3,,
420,190,440,Input,36,Off1A4,,
421,191,410,Input,3,On1A3,,
422,191,410,Input,4,On1A4,,
423,192,075,Input,35,Off1A3,,
424,192,075,Input,36,Off1A4,,
425,195,115,Exit,5,TimeOut,Time,
426,195,115,Entry,1,MagEntry,,
427,195,115,Reg,2,ComptNbessai,   15,000,
428,195,115,Reg,12,Accuracy,   33,333,
429,195,115,Reg,13,Omission,    0,000,
430,195,700,Input,2,On1A2,,
431,196,035,Input,34,Off1A2,,
432,197,980,Input,1,On1A1,,
433,197,980,Exit,1,MagEntry,1,
434,197,980,Entry,2,ITI2sec,,
435,198,980,Exit,2,ITI2sec,Time,
436,198,980,List,,ITItime,   21,000,
437,198,980,Entry,21,sec2,,
438,198,980,Reg,19,stage2,    4,000,
439,199,950,Input,33,Off1A1,,
440,201,765,Input,3,On1A3,,
441,201,765,Input,4,On1A4,,
442,201,765,Exit,21,sec2,3,
443,201,765,Entry,22,prematuresec6,,
444,201,765,Reg,15,premsec2,    2,000,
445,201,770,Exit,22,prematuresec6,Time,
446,201,770,Entry,4,Premature,,
447,201,770,Reg,5,ComptPremat,   12,000,
448,201,775,Exit,4,Premature,Time,
449,201,775,Entry,5,TimeOut,,
450,203,080,Input,35,Off1A3,,
451,203,080,Input,36,Off1A4,,
452,203,115,Input,3,On1A3,,
453,203,115,Input,4,On1A4,,
454,203,455,Input,35,Off1A3,,
455,203,455,Input,36,Off1A4,,
456,204,345,Input,1,On1A1,,
457,204,685,Input,33,Off1A1,,
458,206,780,Exit,5,TimeOut,Time,
459,206,780,Entry,1,MagEntry,,
460,206,780,Reg,2,ComptNbessai,   16,000,
461,206,780,Reg,12,Accuracy,   33,333,
462,206,780,Reg,13,Omission,    0,000,
463,208,840,Input,1,On1A1,,
464,208,840,Exit,1,MagEntry,1,
465,208,840,Entry,2,ITI2sec,,
466,209,175,Input,33,Off1A1,,
467,209,840,Exit,2,ITI2sec,Time,
468,209,840,List,,ITItime,   23,000,
469,209,840,Entry,23,sec3,,
470,209,840,Reg,20,stage3,    4,000,
471,211,440,Input,2,On1A2,,
472,211,440,Exit,23,sec3,2,
473,211,440,Entry,24,prematuresec7,,
474,211,440,Reg,16,premsec3,    4,000,
475,211,450,Exit,24,prematuresec7,Time,
476,211,450,Entry,4,Premature,,
477,211,450,Reg,5,ComptPremat,   13,000,
478,211,455,Exit,4,Premature,Time,
479,211,455,Entry,5,TimeOut,,
480,212,100,Input,34,Off1A2,,
481,213,205,Input,2,On1A2,,
482,213,545,Input,34,Off1A2,,
483,213,590,Input,2,On1A2,,
484,213,930,Input,34,Off1A2,,
485,216,460,Exit,5,TimeOut,Time,
486,216,460,Entry,1,MagEntry,,
487,216,460,Reg,2,ComptNbessai,   17,000,
488,216,460,Reg,12,Accuracy,   33,333,
489,216,460,Reg,13,Omission,    0,000,
490,217,260,Input,1,On1A1,,
491,217,260,Exit,1,MagEntry,1,
492,217,260,Entry,2,ITI2sec,,
493,217,600,Input,33,Off1A1,,
494,217,805,Input,1,On1A1,,
495,218,260,Exit,2,ITI2sec,Time,
496,218,260,List,,ITItime,   23,000,
497,218,260,Entry,23,sec3,,
498,218,260,Reg,20,stage3,    5,000,
499,218,470,Input,33,Off1A1,,
500,221,665,Input,2,On1A2,,
501,221,665,Input,3,On1A3,,
502,221,665,Exit,23,sec3,2,
503,221,665,Entry,24,prematuresec7,,
504,221,665,Reg,16,premsec3,    5,000,
505,221,675,Exit,24,prematuresec7,Time,
506,221,675,Entry,4,Premature,,
507,221,675,Reg,5,ComptPremat,   14,000,
508,221,680,Exit,4,Premature,Time,
509,221,680,Entry,5,TimeOut,,
510,221,995,Input,4,On1A4,,
511,222,005,Input,34,Off1A2,,
512,222,655,Input,35,Off1A3,,
513,222,655,Input,36,Off1A4,,
514,224,285,Input,2,On1A2,,
515,224,625,Input,34,Off1A2,,
516,226,520,Input,2,On1A2,,
517,226,685,Exit,5,TimeOut,Time,
518,226,685,Entry,1,MagEntry,,
519,226,685,Reg,2,ComptNbessai,   18,000,
520,226,685,Reg,12,Accuracy,   33,333,
521,226,685,Reg,13,Omission,    0,000,
522,226,860,Input,34,Off1A2,,
523,228,160,Input,1,On1A1,,
524,228,160,Exit,1,MagEntry,1,
525,228,160,Entry,2,ITI2sec,,
526,229,160,Exit,2,ITI2sec,Time,
527,229,160,List,,ITItime,   19,000,
528,229,160,Entry,19,sec5,,
529,229,160,Reg,18,stage1,    5,000,
530,229,475,Input,33,Off1A1,,
531,231,650,Input,1,On1A1,,
532,231,985,Input,33,Off1A1,,
533,233,130,Input,2,On1A2,,
534,233,130,Input,3,On1A3,,
535,233,130,Exit,19,sec5,2,
536,233,130,Entry,20,prematuresec5,,
537,233,130,Reg,14,premsec1,    5,000,
538,233,135,Exit,20,prematuresec5,Time,
539,233,135,Entry,4,Premature,,
540,233,135,Reg,5,ComptPremat,   15,000,
541,233,140,Exit,4,Premature,Time,
542,233,140,Entry,5,TimeOut,,
543,233,790,Input,34,Off1A2,,
544,233,790,Input,35,Off1A3,,
545,233,960,Input,4,On1A4,,
546,234,295,Input,36,Off1A4,,
547,234,510,Input,2,On1A2,,
548,234,510,Input,3,On1A3,,
549,235,490,Input,4,On1A4,,
550,235,500,Input,34,Off1A2,,
551,235,825,Input,35,Off1A3,,
552,235,825,Input,36,Off1A4,,
553,237,610,Input,1,On1A1,,
554,237,945,Input,33,Off1A1,,
555,238,145,Exit,5,TimeOut,Time,
556,238,145,Entry,1,MagEntry,,
557,238,145,Reg,2,ComptNbessai,   19,000,
558,238,145,Reg,12,Accuracy,   33,333,
559,238,145,Reg,13,Omission,    0,000,
560,238,640,Input,1,On1A1,,
561,238,640,Exit,1,MagEntry,1,
562,238,640,Entry,2,ITI2sec,,
563,238,980,Input,33,Off1A1,,
564,239,200,Input,1,On1A1,,
565,239,640,Exit,2,ITI2sec,Time,
566,239,640,List,,ITItime,   21,000,
567,239,640,Entry,21,sec2,,
568,239,640,Reg,19,stage2,    5,000,
569,240,190,Input,33,Off1A1,,
570,240,895,Input,2,On1A2,,
571,240,895,Exit,21,sec2,2,
572,240,895,Entry,22,prematuresec6,,
573,240,895,Reg,15,premsec2,    3,000,
574,240,900,Exit,22,prematuresec6,Time,
575,240,900,Entry,4,Premature,,
576,240,900,Reg,5,ComptPremat,   16,000,
577,240,905,Exit,4,Premature,Time,
578,240,905,Entry,5,TimeOut,,
579,241,235,Input,34,Off1A2,,
580,241,400,Input,3,On1A3,,
581,242,390,Input,35,Off1A3,,
582,243,695,Input,2,On1A2,,
583,244,035,Input,34,Off1A2,,
584,245,910,Exit,5,TimeOut,Time,
585,245,910,Entry,1,MagEntry,,
586,245,910,Reg,2,ComptNbessai,   20,000,
587,245,910,Reg,12,Accuracy,   33,333,
588,245,910,Reg,13,Omission,    0,000,
589,248,055,Input,1,On1A1,,
590,248,055,Exit,1,MagEntry,1,
591,248,055,Entry,2,ITI2sec,,
592,248,720,Input,33,Off1A1,,
593,249,055,Exit,2,ITI2sec,Time,
594,249,055,List,,ITItime,   25,000,
595,249,055,Entry,25,sec4,,
596,249,055,Reg,21,stage4,    5,000,
597,250,660,Input,2,On1A2,,
598,250,660,Input,3,On1A3,,
599,250,660,Exit,25,sec4,2,
600,250,660,Entry,26,prematuresec8,,
601,250,660,Reg,17,premsec4,    4,000,
602,250,665,Exit,26,prematuresec8,Time,
603,250,665,Entry,4,Premature,,
604,250,665,Reg,5,ComptPremat,   17,000,
605,250,670,Exit,4,Premature,Time,
606,250,670,Entry,5,TimeOut,,
607,251,000,Input,34,Off1A2,,
608,251,000,Input,35,Off1A3,,
609,251,030,Input,3,On1A3,,
610,251,030,Input,4,On1A4,,
611,251,695,Input,35,Off1A3,,
612,251,695,Input,36,Off1A4,,
613,252,480,Input,1,On1A1,,
614,252,815,Input,33,Off1A1,,
615,254,165,Input,2,On1A2,,
616,254,500,Input,34,Off1A2,,
617,254,980,Input,2,On1A2,,
618,255,320,Input,34,Off1A2,,
619,255,495,Input,4,On1A4,,
620,255,675,Exit,5,TimeOut,Time,
621,255,675,Entry,1,MagEntry,,
622,255,675,Reg,2,ComptNbessai,   21,000,
623,255,675,Reg,12,Accuracy,   33,333,
624,255,675,Reg,13,Omission,    0,000,
625,255,835,Input,36,Off1A4,,
626,256,750,Input,1,On1A1,,
627,256,750,Exit,1,MagEntry,1,
628,256,750,Entry,2,ITI2sec,,
629,257,085,Input,33,Off1A1,,
630,257,750,Exit,2,ITI2sec,Time,
631,257,750,List,,ITItime,   23,000,
632,257,750,Entry,23,sec3,,
633,257,750,Reg,20,stage3,    6,000,
634,259,685,Input,3,On1A3,,
635,259,685,Input,4,On1A4,,
636,259,685,Exit,23,sec3,3,
637,259,685,Entry,24,prematuresec7,,
638,259,685,Reg,16,premsec3,    6,000,
639,259,695,Exit,24,prematuresec7,Time,
640,259,695,Entry,4,Premature,,
641,259,695,Reg,5,ComptPremat,   18,000,
642,259,700,Exit,4,Premature,Time,
643,259,700,Entry,5,TimeOut,,
644,260,025,Input,35,Off1A3,,
645,260,025,Input,36,Off1A4,,
646,261,100,Input,2,On1A2,,
647,261,440,Input,34,Off1A2,,
648,264,705,Exit,5,TimeOut,Time,
649,264,705,Entry,1,MagEntry,,
650,264,705,Reg,2,ComptNbessai,   22,000,
651,264,705,Reg,12,Accuracy,   33,333,
652,264,705,Reg,13,Omission,    0,000,
653,266,875,Input,1,On1A1,,
654,266,875,Exit,1,MagEntry,1,
655,266,875,Entry,2,ITI2sec,,
656,267,215,Input,33,Off1A1,,
657,267,325,Input,1,On1A1,,
658,267,875,Exit,2,ITI2sec,Time,
659,267,875,List,,ITItime,   21,000,
660,267,875,Entry,21,sec2,,
661,267,875,Reg,19,stage2,    6,000,
662,267,990,Input,33,Off1A1,,
663,268,250,Input,1,On1A1,,
664,269,240,Input,33,Off1A1,,
665,270,855,Input,4,On1A4,,
666,270,855,Exit,21,sec2,4,
667,270,855,Entry,22,prematuresec6,,
668,270,855,Reg,15,premsec2,    4,000,
669,270,860,Exit,22,prematuresec6,Time,
670,270,860,Entry,4,Premature,,
671,270,860,Reg,5,ComptPremat,   19,000,
672,270,865,Exit,4,Premature,Time,
673,270,865,Entry,5,TimeOut,,
674,271,195,Input,36,Off1A4,,
